x_mpc,y_mpc,z_mpc
-382.5767,240.3901,331.6245
515.3492,219.9334,13.1550
511.5371,227.5224,-26.3562
408.2150,383.9746,-7.5537
-501.0895,161.1931,192.5088
-498.8056,77.6791,243.5013
-558.9953,-22.4742,33.9911
-255.8179,312.6816,388.4895
-539.4695,-133.4875,72.7444
-458.8750,191.8845,258.3659
-282.0317,-443.4567,194.7912
-366.0703,-424.2212,-12.9702
-417.4510,332.6966,170.8446
-546.0059,115.1846,52.4568
410.7456,-368.1362,99.5372
-501.0758,209.4292,138.5901
-526.4318,80.1919,174.8828
-481.8654,203.4887,201.3536
457.8808,-323.0901,-10.1790
-468.9688,280.3017,125.0796
-162.3083,295.0374,448.0565
417.3152,-374.1178,5.4352
-336.1677,441.7793,77.2649
-264.6405,-467.8671,158.7897
-551.4163,-73.2193,68.7587
-523.2935,-198.7037,28.8333
-408.5830,-102.4716,369.7433
-237.2619,241.6477,446.6157
-377.4381,279.9352,305.4982
555.8719,-71.8025,-1.8113
-481.9152,-251.8853,135.8839
-383.1252,-338.3274,230.0103
-458.6076,-186.9329,262.4730
-558.8319,5.9007,42.7772
-471.2254,-64.3458,296.5882
-400.5818,-283.9096,270.3501
-173.3476,-376.6289,377.1791
-549.9863,11.3893,107.4640
521.0701,206.3005,9.5658
-224.4570,-317.4104,403.7767
-97.2459,-391.3606,389.2903
-483.7797,-5.7864,283.0035
-308.0067,-311.3012,349.8445
270.5711,318.6526,373.3935
-242.7118,244.6156,442.0696
-557.7959,-43.9081,-33.3009
-467.8263,-304.7021,49.6907
-175.3266,-365.4406,387.1533
-322.3980,-1.1455,458.5118
-471.0874,-70.6709,295.3949
-436.4804,-309.1101,167.6650
-305.4860,460.9471,91.5575
-448.5325,-260.2812,212.7201
-254.0153,316.2381,386.8444
271.5949,485.9278,-65.4962
-457.3303,-20.9915,323.4009
-442.0377,336.9877,72.2743
-335.5351,-307.7923,326.8972
-207.8734,210.1853,476.2292
394.6306,-391.9476,-69.4912
-250.7259,-465.2331,186.7676
-310.1378,133.1580,447.5180
436.6109,-351.3253,11.4139
-259.0277,347.4444,355.4938
-439.3930,-280.6975,205.7473
-550.1530,-95.7617,48.5019
369.5754,-32.8019,161.3656
-152.6209,-307.6282,213.9461
-344.9980,-169.6375,126.0982
362.1269,-167.0548,68.2649
-165.3336,276.5716,244.6966
-300.8812,-228.8260,144.2680
-108.5883,-294.0558,255.8236
-378.8685,124.1727,68.8978
314.4550,-143.2358,210.4977
-284.3072,-243.5155,153.5529
-287.3915,-223.0913,177.0495
-196.9693,-181.5593,303.2318
360.2083,-171.5492,-67.3150
-97.4003,-293.8082,260.5797
-403.5959,5.6248,28.1231
-379.2668,-135.7427,37.9925
-195.9517,193.8366,296.2150
-348.2109,1.7094,206.0594
-330.2520,-87.9948,216.5752
-201.7873,-255.9794,239.7311
-287.6032,-243.4392,147.4347
361.4842,-111.1229,143.8634
355.2203,177.1157,78.5146
-380.1669,-133.6212,36.5430
-208.1511,-123.6945,324.1760
-173.2480,318.4642,179.6757
-185.3990,-351.2484,77.2667
-304.8603,-136.5406,228.3324
-227.7243,226.6266,245.9692
-380.5749,-132.9540,34.7147
394.4534,-90.0815,-3.4346
401.7324,-47.5908,-8.1972
-253.6235,-31.1047,313.7333
-271.7562,279.8168,107.5745
-237.8734,-298.9328,133.3320
-284.9202,-103.9738,267.8284
-362.8171,179.0640,4.7455
-343.8888,212.9112,11.5169
-329.4621,-104.4627,210.3943
-361.1588,-66.1723,170.0286
-221.1870,-338.0768,22.4843
-206.4386,-11.8406,347.8046
-334.2616,190.6491,125.0923
311.1592,-245.3640,81.8730
357.3828,-37.0456,186.0983
347.5613,195.0776,-69.8246
-221.0336,-307.1958,143.1940
-142.5869,-319.1808,203.7762
-237.4382,270.1515,185.4011
-174.0707,-337.5704,139.5640
365.6033,-29.8006,170.8188
-361.6860,181.3919,3.6538
393.5908,59.1027,-72.9815
-105.5943,285.2586,266.8529
-144.0910,276.3293,258.0975
-256.1530,267.1061,163.6288
325.6920,238.3347,-29.2658
-103.9948,-321.3658,222.8116
353.3734,31.8596,194.5476
-183.8749,-18.9348,359.9566
-162.5970,127.6708,347.8506
-267.8252,-290.7059,86.5915
-379.7969,139.3545,-8.5798
-357.9470,-173.8519,73.4066
-270.4203,266.6060,139.7612
-126.5411,-340.5797,178.1372
-265.9459,303.1715,33.1672
383.2875,-97.6137,85.4568
-359.9967,46.9160,178.7246
-293.6284,145.0431,237.6681
357.9906,-188.6372,-0.3925
-275.3913,-93.5095,281.3498
-133.4484,248.1602,290.4317
366.0586,171.7580,15.5940
-301.5609,-103.6532,249.1186
-177.2704,225.3781,285.5234
-295.0835,-107.8096,255.0437
-394.1701,-91.4434,-3.5621
-388.4302,-61.7034,95.1838
-379.0205,116.6784,80.4683
-364.6300,146.4719,96.6262
-368.2754,167.6610,2.9935
-304.8425,-103.9897,244.9560
-319.0230,127.0386,214.0847
-381.5594,12.4353,134.1808
-263.5658,290.3965,99.7483
-139.1160,-304.3213,227.5572
-257.2117,37.1157,310.1816
308.6219,188.1667,181.9185
-188.6738,345.6096,93.3044
-371.1134,161.1068,8.4032
-205.0931,311.1340,157.7472
320.3342,247.2331,-3.7251
-125.7411,109.5722,368.6943
-276.6542,-95.0767,279.5987
370.9767,76.3189,142.4971
293.5926,-278.4249,-6.0993
-169.9044,211.7781,300.0624
-132.5409,-322.0522,206.0840
-274.2963,-263.7198,137.7275
-266.6143,303.1090,28.2792
-312.3072,-246.7647,73.0038
-353.9458,-177.8887,82.6825
-269.3243,-292.3524,75.8624
351.8154,-199.9435,3.2366
-215.1187,-310.2347,145.7424
-45.6167,-175.3874,361.8314
-306.5530,84.2412,250.3847
-401.2440,33.0661,40.9173
404.3936,9.3197,12.0041
372.2483,-148.9459,54.8792
-148.9222,-316.7876,203.0605
356.9799,-190.5864,-2.9544
-236.4119,-167.5944,282.4682
-387.7813,-99.1427,59.6996
-389.1253,-62.1939,92.0963
-345.7981,-26.7694,208.5084
-146.8417,314.7376,207.7174
-158.2995,205.2815,310.7575
-207.8931,310.0265,156.3141
261.8585,-308.5254,3.7457
-265.2252,297.9795,68.1077
-270.4256,-300.9640,8.1026
-239.3947,259.2594,198.1155
355.3878,33.2696,190.7056
-192.1005,-297.3608,196.0867
-192.1999,309.8261,175.6230
-150.9017,274.8859,255.8215
-292.1961,137.0819,244.1478
-353.2465,197.3659,6.4745
-393.6496,-82.1712,45.4595
-295.4587,264.3096,81.3838
-187.3003,-295.7398,203.0659
-190.0070,-295.7821,200.4736
393.9949,-92.4435,-1.4754
-366.0770,171.4273,19.5165
294.0790,-277.9611,-6.0050
-255.8686,-273.9369,152.5477
-400.8964,31.5581,45.4668
-250.3440,-248.5268,198.3554
396.0332,79.8033,23.9330
-266.3283,-303.3259,29.0950
-201.8959,-255.8396,239.9340
-352.8017,191.5950,51.0549
-300.9396,-223.7065,152.2343
-295.8576,60.5163,269.4295
-129.8050,224.9365,310.3882
-144.4581,273.8336,260.6412
56.6661,400.6917,4.6949
-307.7773,248.0837,86.6927
-380.2891,121.5231,66.3409
-135.5840,-317.8141,210.7142
-260.5142,-149.4233,271.2834
-385.0977,-25.0246,121.9155
-396.0474,-82.7540,-9.3958
403.1591,5.1572,35.0204
401.8885,-47.0100,-8.1391
-178.7685,312.7252,184.4905
-321.7440,150.7774,193.7516
381.9241,-88.8519,100.1646
-241.8490,323.5334,25.0847
-296.5414,-216.1900,170.6477
-393.2942,-11.5857,94.7715
-108.3471,-294.8022,255.2431
-212.8866,-295.3345,176.7882
-370.7883,162.0426,7.4585
-194.9490,-287.6802,207.4437
-299.2713,-230.5475,145.1990
-309.6689,259.3542,25.2828
-283.6474,-244.3269,153.7790
-363.0998,91.0722,153.8319
-341.9836,-173.3667,129.5810
-242.2138,249.0631,207.6059
-283.8144,-224.2526,181.5501
-217.4751,338.9913,39.8768
-393.5395,-84.2596,42.7510
-130.1782,280.6598,260.9299
396.0981,28.0131,-78.2450
340.2354,219.0924,-6.2690
-264.0516,-305.6843,25.1987
-312.1985,-246.8130,73.6004
-395.4847,85.6407,7.7498
-163.1902,-370.3531,-3.2110
-333.4888,199.3562,113.3406
-323.0934,145.4734,195.5816
-361.4482,167.9377,70.4052
-202.6407,334.6845,103.5751
-289.2518,-222.3335,175.2315
-170.4647,307.2316,200.8909
-400.4929,28.9894,50.7212
-335.5716,189.1932,124.1232
-160.1041,339.8674,150.5519
-395.2268,-86.2868,-12.6555
-400.4423,31.0958,49.8898
-123.1247,278.9114,266.1949
320.7404,-239.8540,-58.3691
-352.8292,191.5829,51.1845
-235.7822,-168.3997,282.5992
-328.4304,-21.0828,235.5923
-378.1031,20.9281,142.8822
-216.7697,-339.8727,36.2320
-153.9253,-334.0454,168.9270
-243.8145,268.8637,179.1175
396.3868,71.3438,-40.0635
455.6557,214.5442,279.3814
526.4808,52.0456,227.6291
-157.3567,-399.7368,383.6092
-197.5987,362.8132,401.2830
-435.2382,348.7875,143.6041
-168.7884,-461.5655,300.2930
-417.4174,-391.0975,67.1863
-501.3923,-58.0494,277.3888
457.2840,350.1081,4.9691
478.4982,-83.8229,309.3937
-406.4088,-304.7686,271.4043
421.0318,-386.5288,-70.9957
-289.3971,302.8317,395.2910
-508.4663,-8.1960,270.3850
-540.9896,-197.2380,11.9725
-474.7399,-51.6398,321.9823
-228.1474,416.9261,325.3287
-336.3463,62.7635,463.3055
-293.3426,-142.7649,474.6460
-366.3909,123.5940,426.8522
-219.4523,-447.1117,289.2288
-260.5389,-196.4220,474.6149
-310.1926,293.7602,386.2738
554.7812,80.3771,132.2317
-484.4082,286.5556,122.3291
-412.0436,-298.0774,270.3695
-454.3684,-264.7240,234.9535
-182.6373,-462.9152,289.9761
-518.5565,-242.9983,61.5139
-455.2914,336.2400,106.7047
-410.8365,391.4268,98.6504
479.5737,-317.7193,28.2312
434.7159,-377.7883,-5.6162
342.5546,462.9172,-9.8968
470.9383,331.4517,-9.5544
-323.6373,165.7051,446.6961
-201.2970,-289.8583,455.1905
322.1393,477.3207,11.3329
-352.1462,406.7879,205.5584
-492.6679,1.0759,298.3543
-561.4484,-118.8333,48.9213
-304.9243,-258.9561,414.3693
-519.1113,6.0341,249.4533
-357.9150,402.5670,203.9069
-298.7373,486.5048,76.2319
-236.9537,163.7782,498.7704
-385.5224,118.3298,411.2378
-408.9414,-405.2310,17.3544
-521.4582,69.8728,234.4076
-169.9671,-397.1113,381.0050
-272.6932,444.2380,245.0347
-315.8179,400.7656,267.2039
-534.1237,-25.5179,214.0432
-417.1941,-388.5704,81.9675
-401.9654,-404.5341,80.8327
-565.4113,-77.7753,77.5850
-335.3317,-233.3174,406.0473
-571.8137,65.7899,21.4503
574.4921,41.3555,2.9543
-37.8632,-245.9177,519.4728
-320.3658,59.3171,474.9825
-199.2543,263.6481,471.7510
-376.6863,-406.2195,157.6640
-260.2863,175.4976,482.9249
-124.7674,-440.7890,349.1481
564.2657,-68.7370,-92.9869
-392.8056,415.8310,67.4976
-178.8761,368.1946,405.2211
28.0209,575.1667,12.8916
517.8539,-251.9917,9.8969
-448.0301,322.8297,163.7707
-464.7020,-308.4286,143.8661
467.4163,336.5557,5.2692
-433.1544,368.5807,91.1251
-278.5009,-384.7777,325.8266
-158.7777,-506.1777,224.3966
-543.0090,-140.8404,130.7159
-487.9428,18.6428,305.5268
-530.6678,-45.8534,219.2521
-156.2795,-504.6152,229.6151
-66.5741,-286.5055,495.2441
-439.5433,-120.4375,352.2529
-186.8166,167.0132,518.6477
-248.7659,16.1052,519.2744
-203.6114,-518.0156,148.2984
95.8052,567.9371,7.7146
-353.0104,-413.2373,190.8170
-407.3372,393.1410,106.3659
-387.1832,-325.4221,275.6620
-534.6497,-213.0238,-23.9023
-500.1255,-166.8836,232.0035
-400.3014,-217.6410,352.4102
-553.5773,-42.7503,153.3875
345.3956,460.8462,-11.2338
-433.7037,351.5672,141.7961
-453.3774,-182.5287,304.8575
-510.7181,-215.6813,156.3808
-549.5228,-43.5733,167.1313
-516.2291,-246.7422,66.5779
540.9514,-197.5794,11.8662
-415.5894,131.5854,376.5349
-562.9304,-58.0261,107.4712
515.2850,-257.4680,1.2813
-415.3846,-298.3700,265.0311
-510.9868,215.5446,155.7078
-501.8606,-20.0084,282.0432
-399.1658,-414.9540,-17.1893
-217.4255,-153.8390,510.7596
-562.5189,-123.8066,-7.9549
-258.6730,-128.3376,498.4346
-528.5246,10.8168,228.8340
442.2320,-366.6964,42.2695
-256.4145,-196.4536,476.9492
549.0973,-152.2997,-84.3796
-305.1619,199.1842,446.1272
-291.0243,426.8180,254.8730
559.5696,74.7092,114.5873
566.0459,103.7576,25.6448
-313.1030,-461.4150,144.5494
-356.5634,-220.5663,395.0268
-263.6422,176.7778,480.7031
-262.8279,-205.5996,469.5572
-464.4696,-327.4663,94.1720
-427.2616,360.6363,138.6490
-283.4474,-325.8698,381.1842
-356.3210,-222.2426,394.3088
-373.8269,150.3890,411.6709
-567.5320,79.8517,58.0376
463.6807,341.7406,7.2589
-317.1273,440.3050,193.3955
-512.2625,-2.0020,263.4828
-315.9600,-123.7130,465.5162
-173.5688,184.0886,517.5215
-274.5455,170.6588,476.8061
575.9603,5.4488,9.1783
-237.7317,-512.3179,113.4122
-328.5242,363.8149,302.5871
-512.5431,-166.1495,203.8204
-482.3668,-157.8208,272.5170
561.5914,128.3159,1.1235
-194.7955,-391.0196,375.5148
-264.8308,28.5395,510.7877
-450.8516,-172.7398,314.2429
509.7637,249.7220,98.1803
-421.6322,-365.0162,144.3931
-290.4760,297.7629,398.5233
-495.2532,-221.2606,193.9863
-362.9365,-264.2159,361.0166
341.0037,464.3062,1.4613
-296.7994,126.9528,477.1382
555.4030,73.6577,134.0513
-566.8400,101.7435,14.4707
-208.3923,-154.2941,514.4283
-233.4004,-421.3068,316.0630
-470.7134,168.4518,286.2234
-396.4545,-400.2568,120.3830
-355.5223,-428.5246,147.8011
-434.0269,-324.4677,195.4892
-387.1691,-282.3034,319.8145
-382.9404,388.1695,185.9006
-304.2421,434.0625,225.6261
-267.5640,272.5359,431.2943
316.8196,481.1442,-3.0042
531.1319,-223.1144,1.6767
-264.4142,175.8746,480.6632
320.7919,478.4913,4.7965
467.4402,327.2684,-79.2572
-326.1052,449.0608,154.5599
-196.3568,261.5714,474.2508
-239.9838,389.1742,350.4869
-471.1618,-330.9728,-18.8006
-362.9702,-263.4075,361.6087
461.2422,345.1138,6.6203
447.7652,-362.3847,8.7603
-528.6763,40.5898,225.2709
-217.0665,412.5216,338.5286
-568.2279,-94.8914,-2.7620
-370.3952,277.1109,343.3877
-511.6400,-198.6587,175.0927
566.2609,-57.0682,89.3918
511.1923,65.7231,257.4150
532.1494,-208.5032,72.4150
-227.4544,349.5483,397.4694
-327.2196,25.9116,473.4526
-564.8271,-90.8278,67.9928
-401.9116,160.0381,380.4727
479.8844,318.7724,-0.8241
-221.1785,-431.6656,310.8865
-291.6870,-460.2228,187.1392
-364.3471,101.9022,434.4825
-301.8937,483.5761,83.2004
-295.0569,-468.7142,158.6147
325.9016,475.0448,5.5917
397.1051,417.3364,7.0318
-521.7765,244.2194,-4.4263
-500.2014,-20.6632,285.1061
481.3517,305.2567,-83.8671
-501.0007,284.1978,-12.0890
-128.7662,-299.5871,474.9573
-506.9891,-56.3659,267.7750
-503.1956,5.1243,280.5135
-226.1121,418.8031,324.6500
-379.6404,-243.9875,358.1423
-533.1418,119.4401,182.8045
-489.4863,-10.6401,262.1837
-238.2804,-482.3632,137.8368
341.9794,437.6056,-1.5075
548.2046,0.0295,-89.0087
-262.5683,-453.0425,185.1028
439.1489,-339.4175,-19.9171
-310.0158,-451.4017,92.6320
-354.2559,427.3409,-18.3447
-386.8198,-381.6974,114.6008
-153.6409,-388.9179,365.5039
-293.1728,80.7034,464.7498
-538.4712,121.4942,61.1892
-500.6584,-56.8103,233.6050
-383.8792,-258.2882,307.2193
341.0958,438.2994,-2.6518
305.3529,459.0064,-67.3274
-514.5449,-204.8418,41.7623
-283.7826,-275.2386,390.0921
545.8924,3.8370,-102.2149
-472.4467,-281.2242,78.5436
391.4099,393.8815,10.8679
554.4211,31.2508,10.1768
-437.2091,332.0046,84.1696
-388.6218,254.1895,304.6705
-554.0943,-4.9069,37.6781
-311.4728,-214.2888,406.8540
-133.7817,-373.4311,388.7374
-317.3023,86.5000,447.5518
-160.9976,-285.2395,448.5351
-483.2780,240.2320,131.1370
-114.3689,-425.3368,338.3406
-427.2577,-237.7756,263.4009
-554.9258,15.6106,-16.7376
-459.0505,298.2111,93.8601
-279.1840,-107.1851,468.0117
-378.3711,-274.7104,299.7286
-494.3543,-114.8619,225.5845
548.7204,-1.3273,-85.8705
-550.7458,48.1470,53.2231
-540.7720,9.4871,126.2939
-250.5058,-187.6188,458.8256
-460.8061,-303.1508,65.0594
-494.5632,-23.0708,251.6949
-265.9571,-129.1466,470.1747
-510.3744,-156.6141,153.1886
486.5362,267.6741,10.5023
-414.4109,270.6442,251.9771
-440.2250,-0.3543,338.6428
-477.5095,206.6545,194.3117
-440.1653,-206.2782,268.6734
-493.2015,-19.9571,254.6302
-548.7420,54.9586,65.9147
-250.9018,-86.2388,487.9502
-265.0671,109.5470,475.6316
-409.6383,141.6565,347.3007
-389.1715,342.4415,199.4184
-227.0866,110.8781,494.5973
-306.9138,82.0165,455.5951
-428.3558,-315.2244,160.1134
-546.3876,-0.4335,99.7588
-225.6280,-485.7600,147.0413
-433.4597,318.6244,138.1446
-425.7863,347.2329,81.4268
-495.3769,100.7695,230.0928
541.3705,74.3543,99.4249
538.6399,29.0864,132.3633
-206.2011,-434.6653,277.5728
-236.5376,271.2962,423.0227
-168.5821,-390.9482,356.7065
-431.0419,232.2126,262.2622
-378.3435,-176.9453,366.1266
-427.0215,326.1957,140.5387
-286.1762,-423.7442,216.9013
-505.2188,50.7507,225.1242
-381.7355,-178.6942,361.7342
464.7221,304.1887,2.7970
-390.3483,376.5381,119.8189
439.1692,-340.0501,2.4653
-379.9578,-378.4691,144.5815
-166.6977,-389.9791,358.6631
-153.9986,-381.0543,373.6228
-488.4788,255.9144,66.3944
-173.0216,-379.4698,366.8489
-407.4261,-351.1052,138.7202
-260.0300,-467.3045,150.0836
-388.3259,-240.3446,316.1520
528.3023,163.4792,51.8516
-27.9344,-287.9410,474.1601
-488.6004,-39.7251,261.1708
423.3185,-359.6096,1.3879
-443.7440,241.1642,231.1957
-554.2348,-12.2161,34.5748
-466.5044,-288.4518,87.7009
458.1916,-313.7718,11.4202
552.5180,-55.9372,10.8434
-262.8538,-462.3778,160.1166
385.3053,-396.4663,-53.6412
-329.4548,16.9739,446.8725
-309.5065,26.6031,460.4580
424.0804,-343.1700,104.4857
-129.4519,-366.3204,396.9641
-341.8699,424.7864,105.8791
-290.5717,300.9374,365.4238
-139.7529,-390.6794,369.2817
381.2415,-403.8681,-8.7018
-481.4618,-260.6799,93.6641
-523.5760,-69.7439,171.8631
-469.5362,24.2147,295.7794
349.6151,431.6244,-3.0476
-202.6877,-313.0919,411.6197
-144.8544,-374.8148,383.4985
-242.2410,-53.0815,497.0329
485.0900,270.3988,10.7218
-518.9233,3.6530,198.1144
-239.1032,-103.7805,490.5138
-454.3281,-252.6016,195.7624
-469.7993,-295.9988,-14.7586
-454.3827,-225.4128,226.4288
-215.9448,-438.8266,263.3326
-512.6011,-210.8178,36.6189
-455.1529,-192.9841,253.2565
-554.5784,-6.2204,30.8352
-425.7545,232.5349,270.5711
-381.7766,32.0040,402.2075
-310.8730,-207.5089,410.9111
-298.7574,-446.1673,142.2307
-402.5218,370.1384,97.5958
-238.5531,430.6147,257.3228
-457.9189,-206.0010,237.5405
-301.8003,121.2459,450.2988
-545.6758,93.8052,44.6310
-488.8960,-56.5910,257.5509
-431.1709,4.4874,350.1811
-290.8136,-262.1520,394.0304
-388.3914,-395.9866,30.0478
-116.6481,-361.1250,405.6352
-549.9779,-58.2474,51.8730
-293.9900,80.3379,464.4082
-332.6279,-220.5520,386.3609
-505.9691,179.0738,143.1347
-301.5146,-261.3912,386.4237
391.5008,-393.9922,-7.6033
-553.3994,-43.0421,21.3905
-368.5849,413.4019,42.4960
-553.4537,15.5524,44.8572
-321.8816,-292.5588,345.4960
522.1239,-52.6030,182.1775
383.2881,402.0635,-2.1611
-554.8812,-4.2289,25.6684
-335.3874,143.0773,419.0644
-379.3885,383.0656,133.7775
342.1847,437.5727,-3.3997
-524.0863,-173.9490,60.3983
-141.7158,-292.4654,450.5043
-419.7022,-362.6832,29.7400
-266.6332,-468.7991,133.0736
487.4784,266.2301,-7.8497
-203.0760,398.4670,329.4863
-259.8488,-163.1416,463.0791
-468.0648,-173.6687,243.5844
531.3310,-135.8819,88.3360
543.5209,114.6891,3.6624
-442.0554,199.4964,270.8736
-302.1981,287.2534,367.0807
-463.8429,-299.0805,63.1508
-532.6329,-124.5871,96.7865
-244.6709,248.0247,432.6750
-391.4210,-348.8776,183.4728
-506.0984,-227.2325,28.6098
417.9772,365.7508,-10.4917
510.4043,219.0327,10.1286
-518.1687,159.4454,121.1186
-470.5109,243.8775,166.5411
-166.5861,-384.2426,364.9655
-313.9305,431.8850,153.3513
427.8344,-346.3731,-74.6818
-438.9607,188.0511,283.8049
-225.0152,243.6800,445.6272
-176.3467,-463.0424,251.1770
385.0826,-400.3056,-7.9721
-450.3959,-24.1705,324.2784
-368.6365,413.7220,39.2224
-465.6020,-299.5095,45.9016
-448.9696,174.5255,276.7042
529.4035,160.5225,50.6348
512.3874,-197.6611,-83.6060
-370.2192,-389.5123,140.7803
-291.4988,302.7420,363.2869
-163.3437,-363.7472,386.7930
523.8939,-41.4906,180.0452
-497.0879,-218.2661,117.7541
-377.4601,-181.6658,364.8615
-499.9822,-233.3414,64.5917
-429.0385,323.0480,142.0174
507.8505,-224.7035,-14.1128
-376.1360,359.3602,194.8983
544.7472,99.4358,-44.3492
-329.3063,292.7225,338.3431
-377.8115,-380.9237,144.0876
470.2980,260.1827,140.4664
-252.2981,-280.1691,407.9920
-480.8291,-27.9967,276.8198
-323.9754,-357.5020,275.3942
-236.8503,141.8709,482.0629
-190.1148,-289.7563,86.6832
-340.8944,-106.3296,-10.0682
279.1632,-140.0526,173.4091
-62.4143,-283.4456,208.2808
332.6130,74.9282,106.6439
-77.7402,-284.9394,200.9592
-178.7441,295.9829,89.7961
-352.3464,-35.7065,46.8769
-229.5755,173.4092,211.7659
305.4878,99.5708,156.1516
333.1155,120.1296,47.1569
-235.2949,95.0099,251.4566
-341.5852,93.5590,46.7754
-316.5761,-65.2840,152.1171
-322.6990,-115.8227,100.3628
-322.0182,-86.0685,128.5258
-345.4837,-90.2776,-10.7288
-175.6895,-114.5401,289.2040
-108.3493,255.0780,225.4348
-119.4284,-229.2603,246.5803
-134.2892,59.7464,325.6103
-300.4735,-189.5654,37.5058
-269.0143,-198.0103,126.6877
-185.8838,-302.9869,35.6779
-231.8522,-191.6756,192.6962
-173.4954,-75.8020,302.9529
-320.7779,-146.5674,56.9863
-239.7349,-186.4950,188.0823
-335.0631,-93.2701,81.6210
-301.5206,-191.3955,9.0401
350.5302,-42.0992,-54.6352
-345.6753,60.5909,66.8312
-321.0198,123.7083,96.2929
-333.2482,-122.0120,41.0996
301.7186,-183.0382,-55.6331
-272.6910,-187.8058,134.1676
-343.9846,-61.7163,74.1501
-206.7064,-242.0113,162.2837
-226.7753,-163.7720,222.2278
-217.0064,-283.5512,-11.8619
-331.4860,82.1902,104.8664
-351.9751,-57.1561,21.9535
276.9959,-159.2180,159.8703
350.0952,34.4402,-62.3174
-351.5560,-61.4766,16.2993
314.5281,-169.4127,2.9013
-346.5649,-40.4057,76.7932
333.3387,-5.5391,128.4201
-162.5739,-167.2969,270.5898
-335.4242,-104.3601,65.0980
218.8798,282.3413,3.6479
-320.7139,-117.2068,105.0955
227.1838,272.2164,-43.8844
-317.4996,51.0919,155.6400
-324.4117,-85.9111,122.5486
-334.0930,-126.2295,-9.4800
-177.6843,81.6081,299.0156
-317.5903,-118.5337,112.8191
-343.7622,-60.9918,75.8359
-200.3538,-43.3658,292.6114
354.7989,-41.5206,6.1565
-111.2105,250.9828,228.6610
-340.6585,50.7574,94.9857
-147.2131,-251.6746,206.4843
266.4789,-174.6443,161.6669
-246.8450,197.9061,165.9775
-316.2808,-65.0982,152.8958
-277.9704,-204.1294,93.3403
-339.9902,-109.7075,-4.4521
-232.9211,105.4335,249.5606
-132.1656,-227.3521,241.8521
-334.6699,-101.0835,73.6771
-228.2450,-97.9543,256.8256
-352.3546,-43.7802,39.7495
-209.0520,-76.0474,279.5795
-211.9252,-217.4013,188.3492
-334.2913,-98.2083,79.0944
-328.4787,-140.2748,-8.7315
-117.1511,244.6662,232.5212
-185.0871,200.6510,230.5101
282.4105,218.7478,6.8568
-206.9897,213.7249,197.8137
223.2646,278.9319,1.8569
-353.7324,44.0875,24.1569
-195.8628,259.6549,147.8900
-355.9931,24.9308,17.3737
72.5257,-330.0098,116.1399
271.2962,-168.9365,159.7313
352.3409,26.5357,52.9845
-104.2735,192.1829,282.5750
-300.5511,-148.7959,123.2341
-352.3174,-37.0125,46.4802
-143.9042,-47.1914,323.6087
-321.3048,0.4085,156.2736
-225.4409,-78.9771,265.7032
316.7041,-165.3212,5.2098
-212.2256,211.5228,194.6286
-340.0433,-71.7667,82.9644
-260.4889,149.5258,193.5223
-240.2025,-178.9527,194.7878
-327.9697,-111.3147,87.8004
-224.8190,24.3584,276.6359
-262.1913,-240.5725,32.3319
-219.5435,-205.1038,193.3866
-334.6375,-95.6240,80.8676
-245.7447,198.4249,167.0427
-276.3794,-65.2359,216.8534
-306.5366,-76.7445,166.7703
-222.6988,253.5038,117.5070
-325.4364,-8.5449,147.2594
328.3745,-140.6306,7.7744
338.9712,-16.0877,111.8408
218.1214,282.9878,-3.1274
-225.2646,228.0758,157.8199
-125.4071,178.1313,283.2176
-196.7641,223.9266,197.0048
-345.5703,-90.3145,-9.7379
-257.4925,-241.5975,54.7610
-301.5306,-146.7930,123.2950
-334.1383,-126.1284,-10.6673
-208.0688,238.3995,165.9661
-110.9437,-207.5310,268.8764
-320.3871,127.7361,93.3158
-277.5379,-186.6619,125.7075
-354.2885,41.2515,21.2232
-134.9309,223.5436,243.9147
-140.4363,-13.7432,328.2704
-286.3040,212.7390,21.0913
-308.7522,-49.1031,173.0150
355.6375,34.1590,-5.3704
-276.2376,165.5836,154.7546
-217.7830,56.9586,277.4929
-310.1953,45.7464,171.3558
-208.4866,235.1200,170.0883
-353.3145,-29.9677,44.1477
-185.2090,-57.8982,300.0410
-344.7188,-93.0041,-14.0902
-346.6327,-35.2283,79.2735
-257.0277,-241.9020,55.6768
342.8905,40.9612,91.8044
-338.1933,115.3322,-2.0516
-143.1849,112.8964,307.3004
261.1147,-243.8949,-3.9254
-343.2766,82.2581,55.4638
316.8360,35.3354,161.3942
-240.1096,257.3369,61.7003
-183.4127,-306.6603,-1.1476
-203.7227,-273.0163,107.8952
-24.4051,-149.5514,323.6063
-215.8695,222.3260,177.9167
356.5935,22.6613,-3.3523
-193.6933,213.3619,211.2896
-340.9746,80.9147,69.8060
-212.0948,244.6382,151.1686
-306.5622,-178.9414,41.0535
-117.9046,-281.6359,185.6510
-241.6116,180.9389,191.2371
-293.9783,177.5960,98.6071
-83.0662,-283.4995,201.0351
-297.5652,-196.2546,25.0260
-218.2437,282.8828,5.8671
-103.7498,238.2372,245.2909
321.0861,-137.0755,76.1805
-134.5759,-146.1055,297.0392
-344.8533,-12.2363,92.8243
-256.2153,-201.9897,145.7561
-322.9018,-152.6752,10.8078
-246.2699,-121.1072,228.8606
-176.7316,202.9291,235.1145
-202.1526,-294.1005,18.2335
-222.2824,-238.0520,147.0208
