sample_index,redshift,scale_factor,ln_scale_factor,cosmic_time_from_a_min_Gyr,lookback_from_present_Gyr,H_km_s_Mpc,E_of_a,E2_of_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,present_closure_planck_plus_radiation,present_closure_dynamic,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,rho_total_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,ricci_scalar_over_6H0sq,scale_factor_margin_component,density_margin_component,curvature_margin_component,boundary_margin_candidate
2466,1168.49939102,0.000855066712885,-7.06433106531,0.000330170845319,13.7965772996,1752359.655,26029.6096597,677540579.036,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,505135146.895,172405431.457,0.684111138201,677540579.036,0.745542278241,0.254457720749,1.00969766147e-09,252567574.816,0.000855066712885,1.47592635698e-09,3.95933641431e-09,1.47592635698e-09
2467,1163.12602941,0.000859013521505,-7.05972589512,0.00033275012879,13.7965747203,1739278.88464,25835.3074539,667463111.236,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,498204432.854,169258677.698,0.684111138201,667463111.236,0.746414932102,0.253585066873,1.02494224278e-09,249102217.795,0.000859013521505,1.49821013576e-09,4.0144162699e-09,1.49821013576e-09
2468,1157.77735616,0.000862978547767,-7.05512072493,0.000335348807921,13.7965721216,1726299.22262,25642.5071147,657538171.127,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,491368811.774,166169358.668,0.684111138201,657538171.127,0.747285607666,0.252714391293,1.04041281288e-09,245684407.255,0.000862978547767,1.52082425385e-09,4.0702623626e-09,1.52082425385e-09
2469,1152.45325782,0.000866961875758,-7.05051555475,0.000337967023314,13.7965695034,1713419.85468,25451.1965472,647763405.682,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,484626978.932,163136426.066,0.684111138201,647763405.682,0.748154302452,0.251845696492,1.05611266737e-09,242313490.834,0.000866961875758,1.54377352855e-09,4.12688535182e-09,1.54377352855e-09
2470,1147.1536215,0.000870963589956,-7.04591038456,0.000340604916562,13.7965668655,1700639.97341,25261.3637579,638136498.91,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,477977647.504,160158850.722,0.684111138201,638136498.91,0.749021014032,0.250978984896,1.07204514923e-09,238988825.12,0.000870963589956,1.56706284649e-09,4.18429604528e-09,1.56706284649e-09
2471,1141.87833479,0.000874983775227,-7.04130521438,0.000343262630255,13.7965642078,1687958.77817,25072.9968544,628655171.26,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,471419548.323,157235622.252,0.684111138201,628655171.26,0.749885740029,0.250114258882,1.08821364951e-09,235709775.53,0.000874983775227,1.59069716456e-09,4.24250540101e-09,1.59069716456e-09
2472,1136.62728582,0.000879022516831,-7.03670004419,0.000345940307987,13.7965615301,1675375.47506,24886.0840438,619317179.037,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,464951429.637,154365748.716,0.684111138201,619317179.037,0.750748478123,0.249251520773,1.10462160805e-09,232475716.187,0.000879022516831,1.61468151092e-09,4.30152452954e-09,1.61468151092e-09
2473,1131.40036324,0.000883079900419,-7.032094874,0.000348638094363,13.7965588323,1662889.27684,24700.6136325,610120313.824,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,458572056.866,151548256.274,0.684111138201,610120313.824,0.751609226042,0.248390772837,1.12127251413e-09,229286029.801,0.000883079900419,1.63902098603e-09,4.3613646959e-09,1.63902098603e-09
2474,1126.19745618,0.000887156012038,-7.02748970382,0.000351356135007,13.7965561143,1650499.40286,24516.5740249,601062401.92,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,452280212.371,148782188.866,0.684111138201,601062401.92,0.75246798157,0.247532017292,1.13816990718e-09,226140107.553,0.000887156012038,1.66372076367e-09,4.42203732189e-09,1.66372076367e-09
2475,1121.0184543,0.000891250938134,-7.02288453363,0.000354094576568,13.7965533759,1638205.07905,24333.9537227,592141303.779,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,446074695.218,146066607.877,0.684111138201,592141303.779,0.753324742542,0.246675256302,1.15531737752e-09,223037348.977,0.000891250938134,1.68878609198e-09,4.48355398816e-09,1.68878609198e-09
2476,1115.86324778,0.00089536476555,-7.01827936345,0.000356853566727,13.7965506169,1626005.53781,24152.741324,583354913.464,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,439954320.953,143400591.827,0.684111138201,583354913.464,0.754179506847,0.245820491981,1.17271856705e-09,219977161.845,0.00089536476555,1.71422229453e-09,4.54592643649e-09,1.71422229453e-09
2477,1110.73172728,0.00089949758153,-7.01367419326,0.000359633254205,13.7965478372,1613900.01798,23972.9255225,574701158.109,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,433917921.37,140783236.054,0.684111138201,574701158.109,0.755032272422,0.244967726387,1.19037717003e-09,216958962.053,0.00089949758153,1.74003477138e-09,4.60916657199e-09,1.74003477138e-09
2478,1105.62378398,0.000903649473722,-7.00906902307,0.000362433788769,13.7965450366,1601887.76479,23794.4951068,566177997.387,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,427964344.295,138213652.408,0.684111138201,566177997.387,0.755883037261,0.244116961531,1.20829693375e-09,213982173.516,0.000903649473722,1.76622900015e-09,4.67328646539e-09,1.76622900015e-09
2479,1100.53930954,0.000907820530178,-7.00446385289,0.000365255321241,13.7965422151,1589968.02978,23617.4389592,557783422.993,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,422092453.36,135690968.949,0.684111138201,557783422.993,0.756731799406,0.243268199368,1.22648165937e-09,211046228.048,0.000907820530178,1.79281053718e-09,4.73829835534e-09,1.79281053718e-09
2480,1095.47819614,0.000912010839356,-6.9998586827,0.000368098003504,13.7965393724,1578140.07076,23441.7460554,549515458.125,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,416301127.789,133214329.652,0.684111138201,549515458.125,0.757578556952,0.242421441803,1.24493520262e-09,208150565.263,0.000912010839356,1.81978501859e-09,4.80421465075e-09,1.81978501859e-09
2481,1090.44033645,0.000916220490122,-6.99525351252,0.00037096198851,13.7965365084,1566403.15176,23267.4054631,541372156.984,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,410589262.183,130782894.116,0.684111138201,541372156.984,0.758423308046,0.241576690691,1.2636614746e-09,205294632.46,0.000916220490122,1.84715816145e-09,4.87104793314e-09,1.84715816145e-09
2482,1085.42562362,0.000920449571753,-6.99064834233,0.000373847430286,13.796533623,1554756.54297,23094.4063417,533351604.277,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,404955766.312,128395837.281,0.684111138201,533351604.277,0.759266050884,0.240733947833,1.28266444258e-09,202477884.524,0.000920449571753,1.8749357649e-09,4.93881095909e-09,1.8749357649e-09
2483,1080.4339513,0.000924698173938,-6.98604317214,0.000376754483945,13.7965307159,1543199.52069,22922.7379414,525451914.728,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,399399564.901,126052349.143,0.684111138201,525451914.728,0.760106783716,0.239893214982,1.30194813079e-09,199699783.819,0.000924698173938,1.90312371136e-09,5.00751666261e-09,1.90312371136e-09
2484,1075.46521363,0.00092896638678,-6.98143800196,0.000379683305688,13.7965277871,1531731.36726,22752.389602,517671232.6,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,393919597.432,123751634.484,0.684111138201,517671232.6,0.76094550484,0.239054493838,1.32151662121e-09,196959800.084,0.00092896638678,1.93172796766e-09,5.07717815765e-09,1.93172796766e-09
2485,1070.51930524,0.000933254300797,-6.97683283177,0.000382634052818,13.7965248364,1520351.37104,22583.3507527,510007731.22,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,388514817.936,121492912.6,0.684111138201,510007731.22,0.761782212608,0.238217786051,1.3413740544e-09,194257410.336,0.000933254300797,1.9607545863e-09,5.14780874059e-09,1.9607545863e-09
2486,1065.59612123,0.000937562006926,-6.97222766159,0.000385606883741,13.7965218635,1509058.82632,22415.610911,502459612.514,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,383184194.794,119275417.036,0.684111138201,502459612.514,0.762616905419,0.237383093219,1.36152463036e-09,191592098.765,0.000937562006926,1.99020970662e-09,5.21942189279e-09,1.99020970662e-09
2487,1060.6955572,0.000941889596523,-6.9676224914,0.000388601957981,13.7965188685,1497853.0333,22249.159682,495025106.555,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,377926710.543,117098395.328,0.684111138201,495025106.555,0.763449581725,0.236550416893,1.38197260935e-09,188963356.64,0.000941889596523,2.02009955604e-09,5.29203128316e-09,2.02009955604e-09
2488,1055.81750921,0.000946237161366,-6.96301732121,0.000391619436179,13.796515851,1486733.29802,22083.9867576,487702471.109,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,372741361.681,114961108.745,0.684111138201,487702471.109,0.764280240026,0.235719758571,1.40272231273e-09,186370682.209,0.000946237161366,2.05043045133e-09,5.36565077073e-09,2.05043045133e-09
2489,1050.96187382,0.000950604793656,-6.95841215103,0.00039465948011,13.796512811,1475698.93231,21920.0819158,480489991.193,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,367627158.472,112862832.037,0.684111138201,480489991.193,0.765108878874,0.234891119702,1.42377812387e-09,183813580.604,0.000950604793656,2.08120879987e-09,5.44029440737e-09,2.08120879987e-09
2490,1046.12854805,0.000954992586021,-6.95380698084,0.000397722252683,13.7965097482,1464749.25377,21757.4350198,473385978.642,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,362583124.762,110802853.196,0.684111138201,473385978.642,0.765935496869,0.234064501686,1.44514448899e-09,181291563.749,0.000954992586021,2.11244110093e-09,5.5159764404e-09,2.11244110093e-09
2491,1041.31742939,0.000959400631516,-6.94920181066,0.000400807917955,13.7965066625,1453883.58566,21596.0360177,466388771.679,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,357608297.789,108780473.206,0.684111138201,466388771.679,0.766760092662,0.233239905872,1.46682591808e-09,178804150.263,0.000959400631516,2.144133947e-09,5.59271131536e-09,2.144133947e-09
2492,1036.52841582,0.000963829023624,-6.94459664047,0.000403916641134,13.7965035538,1443101.2569,21435.8749412,459496734.495,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,352701728,106795005.811,0.684111138201,459496734.495,0.767582664952,0.232417333559,1.48882698579e-09,176350865.368,0.000963829023624,2.17629402508e-09,5.67051367874e-09,2.17629402508e-09
2493,1031.76140576,0.000968277856261,-6.93999147028,0.000407048588592,13.7965004218,1432401.60201,21276.9419052,452708256.837,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,347862478.873,104845777.279,0.684111138201,452708256.837,0.768403212488,0.231596786001,1.51115233237e-09,173931240.805,0.000968277856261,2.20892811803e-09,5.74939838078e-09,2.20892811803e-09
2494,1027.01629813,0.000972747223777,-6.9353863001,0.000410203927866,13.7964972665,1421783.96107,21119.227107,446021753.596,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,343089626.734,102932126.178,0.684111138201,446021753.596,0.769221734069,0.230778264397,1.53380666455e-09,171544814.735,0.000972747223777,2.24204310596e-09,5.8293804783e-09,2.24204310596e-09
2495,1022.29299228,0.000977237220956,-6.93078112991,0.000413382827675,13.7964940876,1411247.67962,20962.7208256,439435664.411,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,338382260.58,101053403.146,0.684111138201,439435664.411,0.77003822854,0.229961769903,1.55679475656e-09,169191131.658,0.000977237220956,2.27564596757e-09,5.91047523761e-09,2.27564596757e-09
2496,1017.59138805,0.00098174794302,-6.92617595973,0.000416585457921,13.796490885,1400792.10869,20807.4134209,432948453.27,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,333739481.912,99208970.674,0.684111138201,432948453.27,0.770852694798,0.229147303622,1.58012145103e-09,166869742.324,0.00098174794302,2.30974378159e-09,5.99269813736e-09,2.30974378159e-09
2497,1012.91138574,0.000986279485631,-6.92157078954,0.0004198119897,13.7964876584,1390416.60471,20653.2953334,426558608.127,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,329160404.555,97398202.8883,0.684111138201,426558608.127,0.771665131786,0.228334866611,1.60379165997e-09,164580203.646,0.000986279485631,2.34434372816e-09,6.07606487155e-09,2.34434372816e-09
2498,1008.25288608,0.000990831944893,-6.91696561935,0.00042306259531,13.7964844078,1380120.52944,20500.3570827,420264640.518,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,324644154.495,95620485.3395,0.684111138201,420264640.518,0.772475538495,0.227524459877,1.62781036577e-09,162322078.616,0.000990831944893,2.37945309029e-09,6.16059135251e-09,2.37945309029e-09
2499,1003.61579028,0.000995405417352,-6.91236044917,0.000426337448262,13.796481133,1369903.24999,20348.5892677,414065085.185,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,320189869.708,93875214.7926,0.684111138201,414065085.185,0.773283913965,0.226716084383,1.6521826222e-09,160094936.222,0.000995405417352,2.41507925533e-09,6.24629371391e-09,2.41507925533e-09
2500,999,0.001,-6.90775527898,0.000429636723282,13.7964778337,1359764.1387,20197.9825653,407958499.707,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,315796700,92161799.0232,0.684111138201,407958499.707,0.774090257285,0.225909741038,1.6769135554e-09,157898351.368,0.001,2.45122971642e-09,6.33318831388e-09,2.45122971642e-09
2501,994.405417352,0.00100461579028,-6.9031501088,0.000432960596325,13.7964745098,1349702.57316,20048.52773,401943464.14,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,311463806.84,90479656.616,0.684111138201,401943464.14,0.774894567589,0.225105430709,1.70200836494e-09,155731904.788,0.00100461579028,2.48791207403e-09,6.42129173812e-09,2.48791207403e-09
2502,989.831944893,0.00100925288608,-6.89854493861,0.000436309244583,13.7964711612,1339717.93612,19900.2155932,396018580.655,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,307190363.203,88828216.768,0.684111138201,396018580.655,0.775696844059,0.224303154213,1.72747232483e-09,153595182.97,0.00100925288608,2.52513403745e-09,6.51062080304e-09,2.52513403745e-09
2503,985.279485631,0.00101391138574,-6.89393976842,0.000439682846492,13.7964677876,1329809.61545,19753.0370624,390182473.189,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,302975553.411,87206919.0941,0.684111138201,390182473.189,0.776497085926,0.22350291232,1.75331078459e-09,151487778.074,0.00101391138574,2.56290342635e-09,6.601192559e-09,2.56290342635e-09
2504,980.74794302,0.00101859138805,-6.88933459824,0.000443081581739,13.7964643888,1319977.00412,19606.9831208,384433787.099,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,298818572.977,85615213.4377,0.684111138201,384433787.099,0.777295292466,0.222704705754,1.77952917033e-09,149409287.857,0.00101859138805,2.60122817234e-09,6.69302429356e-09,2.60122817234e-09
2505,976.237220956,0.00102329299228,-6.88472942805,0.000446505631275,13.7964609648,1310219.50015,19462.0448263,378771188.82,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,294718628.452,84052559.6837,0.684111138201,378771188.82,0.778091463003,0.221908535191,1.80613298581e-09,147359315.594,0.00102329299228,2.64011632055e-09,6.78613353475e-09,2.64011632055e-09
2506,971.747223777,0.00102801629813,-6.88012425787,0.000449955177321,13.7964575153,1300536.50653,19318.2133112,373193365.535,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,290674937.276,82518427.575,0.684111138201,373193365.535,0.778885596905,0.221114401261,1.83312781357e-09,145337470.006,0.00102801629813,2.67957603128e-09,6.88053805448e-09,2.67957603128e-09
2507,967.277856261,0.00103276140576,-6.87551908768,0.000453430403376,13.79645404,1290927.43123,19175.4797812,367699024.84,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,286686727.623,81012296.533,0.684111138201,367699024.84,0.779677693591,0.220322304549,1.86051931603e-09,143343365.179,0.00103276140576,2.71961558157e-09,6.97625587185e-09,2.71961558157e-09
2508,962.829023624,0.00103752841582,-6.87091391749,0.000456931494229,13.7964505389,1281391.68711,19033.8355152,362286894.422,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,282753238.257,79533655.4806,0.684111138201,362286894.422,0.78046775252,0.219532245591,1.88831323665e-09,141376620.497,0.00103752841582,2.76024336689e-09,7.07330525665e-09,2.76024336689e-09
2509,958.400631516,0.00104231742939,-6.86630874731,0.000460458635966,13.7964470118,1271928.69193,18893.2718644,356955721.742,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,278873718.389,78082002.669,0.684111138201,356955721.742,0.781255773203,0.21874422488,1.91651540102e-09,139436860.562,0.00104231742939,2.80146790285e-09,7.17170473284e-09,2.80146790285e-09
2510,953.992586021,0.00104712854805,-6.86170357712,0.000464012015978,13.7964434584,1262537.86826,18753.7802514,351704273.72,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,275047427.528,76656845.5071,0.684111138201,351704273.72,0.782041755192,0.217958242863,1.94513171809e-09,137523715.132,0.00104712854805,2.84329782684e-09,7.27147308205e-09,2.84329782684e-09
2511,949.604793656,0.00105196187382,-6.85709840694,0.000467591822971,13.7964398786,1253218.64343,18615.3521703,346531336.426,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,271273635.347,75257700.395,0.684111138201,346531336.426,0.782825698087,0.217174299938,1.97416818132e-09,135636819.042,0.00105196187382,2.88574189979e-09,7.3726293472e-09,2.88574189979e-09
2512,945.237161366,0.00105681750921,-6.85249323675,0.000471198246979,13.7964362722,1243970.44957,18477.9791855,341435714.778,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,267551621.535,73884092.5592,0.684111138201,341435714.778,0.783607601533,0.216392396464,2.00363086985e-09,133775812.136,0.00105681750921,2.92880900793e-09,7.47519283613e-09,2.92880900793e-09
2513,940.889596523,0.0010616955572,-6.84788806656,0.000474831479364,13.796432639,1234792.72346,18341.6529311,336416232.244,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,263880675.667,72535555.8919,0.684111138201,336416232.244,0.784387465217,0.215612532749,2.0335259498e-09,131940339.202,0.0010616955572,2.97250816454e-09,7.57918312526e-09,2.97250816454e-09
2514,936.562006926,0.00106659612123,-6.84328289638,0.000478491712835,13.7964289787,1225684.90658,18206.3651106,331471730.542,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,260260097.065,71211632.7927,0.684111138201,331471730.542,0.785165288876,0.21483470906,2.0638596754e-09,130130049.901,0.00106659612123,3.01684851178e-09,7.68462006337e-09,3.01684851178e-09
2515,932.254300797,0.00107151930524,-6.83867772619,0.000482179141451,13.7964252913,1216646.44501,18072.1074964,326601069.361,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,256689194.664,69911874.0133,0.684111138201,326601069.361,0.785941072287,0.214058925618,2.09463839031e-09,128344598.7,0.00107151930524,3.06183932249e-09,7.79152377534e-09,3.06183932249e-09
2516,927.96638678,0.00107646521363,-6.83407255601,0.000485893960633,13.7964215765,1207676.78942,17938.8719286,321803126.07,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,253167286.88,68635838.5053,0.684111138201,321803126.07,0.786714815273,0.213285182601,2.12586852886e-09,126583644.808,0.00107646521363,3.10749000206e-09,7.89991466602e-09,3.10749000206e-09
2517,923.698173938,0.0010814339513,-6.82946738582,0.000489636367175,13.7964178341,1198775.39504,17806.6503149,317076795.437,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,249693701.483,67383093.27,0.684111138201,317076795.437,0.787486517702,0.21251348014,2.15755661734e-09,124846852.11,0.0010814339513,3.15381009029e-09,8.00981342414e-09,3.15381009029e-09
2518,919.449571753,0.00108642562362,-6.82486221563,0.000493406559248,13.7964140639,1189941.72157,17675.43463,312420989.36,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,246267775.464,66153213.2122,0.684111138201,312420989.36,0.788256179485,0.211743818326,2.1897092753e-09,123133889.1,0.00108642562362,3.20080926332e-09,8.12124102622e-09,3.20080926332e-09
2519,915.220490122,0.00109144033645,-6.82025704545,0.000497204736416,13.7964102657,1181175.2332,17545.2169149,307834636.591,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,242888854.912,64945780.9952,0.684111138201,307834636.591,0.789023800575,0.210976197202,2.22233321687e-09,121444428.824,0.00109144033645,3.24849733553e-09,8.2342187406e-09,3.24849733553e-09
2520,911.010839356,0.00109647819614,-6.81565187526,0.00050103109964,13.7964064393,1172475.39854,17415.9892763,303316682.472,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,239556294.888,63760386.8999,0.684111138201,303316682.472,0.789789380972,0.210210616772,2.25543525211e-09,119778148.812,0.00109647819614,3.29688426153e-09,8.34876813147e-09,3.29688426153e-09
2521,906.820530178,0.00110153930954,-6.81104670508,0.000504885851293,13.7964025846,1163841.6906,17287.7438861,298866088.671,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,236269459.302,62596628.6851,0.684111138201,298866088.671,0.790552920716,0.209447076995,2.28902228835e-09,118134731.019,0.00110153930954,3.34598013813e-09,8.46491106305e-09,3.34598013813e-09
2522,902.649473722,0.00110662378398,-6.80644153489,0.000508769195167,13.7963987012,1155273.58671,17160.4729809,294481832.926,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,233027720.791,61454111.4516,0.684111138201,294481832.926,0.791314419891,0.208685577785,2.32310133159e-09,116513861.764,0.00110662378398,3.39579520633e-09,8.58266970368e-09,3.39579520633e-09
2523,898.49758153,0.00111173172728,-6.8018363647,0.00051268133648,13.7963947891,1146770.56856,17034.1688612,290162908.791,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,229830460.599,60332447.5077,0.684111138201,290162908.791,0.792073878625,0.207926119017,2.35767948788e-09,114915231.668,0.00111173172728,3.44633985343e-09,8.70206653012e-09,3.44633985343e-09
2524,894.36476555,0.00111686324778,-6.79723119452,0.000516622481893,13.7963908479,1138332.12206,16908.8238912,285908325.384,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,226677068.462,59231256.2381,0.684111138201,285908325.384,0.792831297086,0.207168700521,2.39276396475e-09,113338535.599,0.00111686324778,3.49762461501e-09,8.82312433179e-09,3.49762461501e-09
2525,890.250938134,0.0011220184543,-6.79262602433,0.000520592839513,13.7963868776,1129957.73742,16784.4304981,281717107.146,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,223566942.487,58150163.9742,0.684111138201,281717107.146,0.793586675486,0.206413322085,2.42836207262e-09,111783472.612,0.0011220184543,3.54966017713e-09,8.94586621518e-09,3.54966017713e-09
2526,886.156012038,0.00112719745618,-6.78802085415,0.000524592618909,13.7963828778,1121646.909,16660.9811714,277588293.593,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,220499489.041,57088803.8679,0.684111138201,277588293.593,0.794340014079,0.205659983456,2.4644812263e-09,110249745.889,0.00112719745618,3.60245737835e-09,9.07031560817e-09,3.60245737835e-09
2527,882.079900419,0.00113240036324,-6.78341568396,0.000528622031115,13.7963788484,1113399.13537,16538.4684625,273520939.084,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,217474122.633,56046815.7668,0.684111138201,273520939.084,0.79509131316,0.204908684339,2.50112894644e-09,108737062.685,0.00113240036324,3.65602721201e-09,9.1964962646e-09,3.65602721201e-09
2528,878.022516831,0.00113762728582,-6.77881051377,0.000532681288649,13.7963747891,1105213.91919,16416.8849842,269514112.585,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,214490265.809,55023846.0919,0.684111138201,269514112.585,0.795840573066,0.204159424396,2.53831286102e-09,107245134.272,0.00113762728582,3.7103808283e-09,9.32443226874e-09,3.7103808283e-09
2529,873.983775227,0.00114287833479,-6.77420534359,0.000536770605516,13.7963706998,1097090.76725,16296.2234102,265566897.436,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,211547349.035,54019547.7178,0.684111138201,265566897.436,0.796587794174,0.20341220325,2.5760407069e-09,105773675.885,0.00114287833479,3.76552953658e-09,9.4541480399e-09,3.76552953658e-09
2530,869.963589956,0.0011481536215,-6.7696001734,0.00054089019722,13.7963665802,1089029.19039,16176.4764745,261678391.131,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,208644810.592,53033579.8548,0.684111138201,261678391.131,0.797332976905,0.202667020481,2.61432033132e-09,104322406.664,0.0011481536215,3.82148480757e-09,9.58566833711e-09,3.82148480757e-09
2531,865.961875758,0.00115345325782,-6.76499500322,0.000545040280778,13.7963624302,1081028.70347,16057.6369709,257847705.088,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,205782096.471,52065607.9334,0.684111138201,257847705.088,0.798076121718,0.201923875629,2.6531596935e-09,102891049.604,0.00115345325782,3.87825827567e-09,9.71901826382e-09,3.87825827567e-09
2532,861.978547767,0.00115877735616,-6.76038983303,0.000549221074726,13.7963582494,1073088.82535,15939.6977523,254073964.434,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,202958660.259,51115303.4907,0.684111138201,254073964.434,0.798817229114,0.201182768193,2.69256686621e-09,101479331.498,0.00115877735616,3.93586174125e-09,9.85422327272e-09,3.93586174125e-09
2533,858.013521505,0.00116412602941,-6.75578466284,0.000553432799133,13.7963540376,1065209.07882,15822.6517306,250356307.788,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,200173963.045,50182344.0589,0.684111138201,250356307.788,0.799556299634,0.200443697633,2.73255003737e-09,100086982.891,0.00116412602941,3.99430717301e-09,9.99130917055e-09,3.99430717301e-09
2534,854.066712885,0.00116949939102,-6.75117949266,0.000557675675608,13.7963497948,1057388.99064,15706.4918759,246693887.048,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,197427473.309,49266413.0557,0.684111138201,246693887.048,0.800293333859,0.199706663368,2.77311751169e-09,98713738.0226,0.00116949939102,4.05360671037e-09,1.01303021231e-08,4.05360671037e-09
2535,850.138038202,0.00117489755494,-6.74657432247,0.000561949927315,13.7963455205,1049628.09143,15591.2112161,243085867.186,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,194718666.824,48367199.6774,0.684111138201,243085867.186,0.80102833241,0.198971664776,2.81427771232e-09,97359334.7804,0.00117489755494,4.11377266586e-09,1.02712286601e-08,4.11377266586e-09
2536,846.227414141,0.00118032063565,-6.74196915229,0.00056625577898,13.7963412147,1041925.91565,15476.8028364,239531426.035,0.3157967,9.21617990232e-05,0.6842033,0.684111138201,1.0000921618,1,192047026.558,47484398.7929,0.684111138201,239531426.035,0.801761295948,0.198238701196,2.85603918252e-09,96023514.6474,0.00118032063565,4.17481752761e-09,1.04141156805e-08,4.17481752761e-09
