sample_index,branch_local_index,branch,time_relative_to_bounce_Gyr,distance_to_bounce_Gyr,x_bounce_distance,scale_factor,ln_scale_factor,redshift_equivalent,H_signed_km_s_Mpc,H_magnitude_km_s_Mpc,E_classical_of_a,E_lqc_of_a,E2_lqc_of_a,rho_total_relative_to_rho_crit0,rho_over_rho_c,rho_c_relative_to_rho_crit0,lqc_correction_factor,rho_m_relative_to_rho_crit0,rho_r_relative_to_rho_crit0,rho_lambda_relative_to_rho_crit0,fraction_matter_at_a,fraction_radiation_at_a,fraction_lambda_at_a,Omega_m_planck,Omega_r_effective,Omega_Lambda_planck,Omega_Lambda_dynamic,effective_ricci_over_6H0sq,scale_factor_margin_component,density_to_bounce_margin_component,curvature_margin_component,boundary_margin_candidate,distance_from_bounce_log_a,is_exact_bounce
1804,1804,contraction,-2.2205766593289456e-67,2.2205766593289456e-67,4.8177185021865281e-07,2.4683641801466653e-32,-72.77916731981496,4.0512660491637098e+31,-5.1108686828593639e+56,5.1108686828593639e+56,1.5756400122405095e+61,7.5917016496880559e+54,5.7633933937876343e+109,2.4826414481732727e+122,0.99999999999976785,2.4826414481738492e+122,2.3214763444912023e-13,2.0998094261053041e+94,2.482641448173247e+122,0.68411113820097691,8.457964913339957e-29,0.99999999999998967,2.7555776880481303e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963453403e+122,2.4683641801466653e-32,2.3214763444912023e-13,2.0139839378256628e-123,2.0139839378256628e-123,6.0396132539606698e-14,no
1805,1805,contraction,-2.2027452775794353e-67,2.2027452775794353e-67,4.7790290432438075e-07,2.4683641801466653e-32,-72.77916731981496,4.0512660491637098e+31,-5.0691466079177353e+56,5.0691466079177353e+56,1.5756400122405124e+61,7.5297275382762235e+54,5.6696796800675319e+109,2.4826414481732823e+122,0.99999999999977163,2.4826414481738492e+122,2.283728761653947e-13,2.0998094261053041e+94,2.482641448173247e+122,0.68411113820097691,8.4579649133399245e-29,0.99999999999998579,2.7555776880481199e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963453601e+122,2.4683641801466653e-32,2.283728761653947e-13,2.0139839378256547e-123,2.0139839378256547e-123,6.0396132539606698e-14,no
1806,1806,contraction,-2.1850557034995987e-67,2.1850557034995987e-67,4.740650286188838e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-5.0283206014080117e+56,5.0283206014080117e+56,1.5756400122405153e+61,7.469084449947716e+54,5.5787222520450781e+109,2.4826414481732914e+122,0.99999999999977529,2.4826414481738492e+122,2.2470914018413168e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133400972e-29,1.000000000000014,2.7555776880481095e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.965282896345537e+122,2.4683641801466456e-32,2.2470914018413168e-13,2.0139839378255828e-123,2.0139839378255828e-123,5.2402526762306013e-14,no
1807,1807,contraction,-2.1675088150794657e-67,2.1675088150794657e-67,4.7025797358804181e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-4.9884126641020452e+56,4.9884126641020452e+56,1.5756400122405181e+61,7.4098050647235484e+54,5.4905211097202743e+109,2.4826414481733002e+122,0.99999999999977884,2.4826414481738492e+122,2.2115642650533118e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133400669e-29,1.0000000000000104,2.7555776880480997e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963455546e+122,2.4683641801466456e-32,2.2115642650533118e-13,2.0139839378255758e-123,2.0139839378255758e-123,5.2402526762306013e-14,no
1808,1808,contraction,-2.1501033664638063e-67,2.1501033664638063e-67,4.6648149172149773e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-4.9481828729547864e+56,4.9481828729547864e+56,1.575640012240521e+61,7.350047596713554e+54,5.4023199673954697e+109,2.482641448173309e+122,0.9999999999997824,2.4826414481738492e+122,2.1760371282653068e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133400366e-29,1.0000000000000069,2.75557768804809e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963455722e+122,2.4683641801466456e-32,2.1760371282653068e-13,2.0139839378255684e-123,2.0139839378255684e-123,5.2402526762306013e-14,no
1809,1809,contraction,-2.1328381909870487e-67,2.1328381909870487e-67,4.6273533749656518e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-4.9088958717701059e+56,4.9088958717701059e+56,1.5756400122405235e+61,7.2916905521067704e+54,5.3168751107683144e+109,2.4826414481733175e+122,0.99999999999978584,2.4826414481738492e+122,2.141620214501927e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133400075e-29,1.0000000000000036,2.7555776880480806e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963455899e+122,2.4683641801466456e-32,2.141620214501927e-13,2.0139839378255614e-123,2.0139839378255614e-123,5.2402526762306013e-14,no
1810,1810,contraction,-2.1157121310190402e-67,2.1157121310190402e-67,4.5901926736226946e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-4.8692919008373376e+56,4.8692919008373376e+56,1.5756400122405264e+61,7.2328626795627465e+54,5.2314302541411591e+109,2.4826414481733259e+122,0.99999999999978928,2.4826414481738492e+122,2.1072033007385471e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133399795e-29,1.0000000000000002,2.7555776880480712e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.965282896345606e+122,2.4683641801466456e-32,2.1072033007385471e-13,2.013983937825555e-123,2.013983937825555e-123,5.2402526762306013e-14,no
1811,1811,contraction,-2.0987218353127414e-67,2.0987218353127414e-67,4.5533303972350849e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-4.8293631620782668e+56,4.8293631620782668e+56,1.5756400122405292e+61,7.173552395789693e+54,5.1459853975140038e+109,2.4826414481733347e+122,0.99999999999979272,2.4826414481738492e+122,2.0727863869751673e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133399492e-29,0.99999999999999656,2.7555776880480614e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963456236e+122,2.4683641801466456e-32,2.0727863869751673e-13,2.0139839378255476e-123,2.0139839378255476e-123,5.2402526762306013e-14,no
1812,1812,contraction,-2.0818685290674956e-67,2.0818685290674956e-67,4.5167641492534908e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-4.7917092654516546e+56,4.7917092654516546e+56,1.5756400122405315e+61,7.1176211702240415e+54,5.0660531122821462e+109,2.4826414481733424e+122,0.99999999999979594,2.4826414481738492e+122,2.0405899192610377e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133399234e-29,0.99999999999999345,2.755577688048053e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.965282896345639e+122,2.4683641801466456e-32,2.0405899192610377e-13,2.0139839378255415e-123,2.0139839378255415e-123,5.2402526762306013e-14,no
1813,1813,contraction,-2.0651511541585581e-67,2.0651511541585581e-67,4.4804915523744525e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-4.7524430263962998e+56,4.7524430263962998e+56,1.5756400122405341e+61,7.0592949657544705e+54,4.9833645413526402e+109,2.4826414481733509e+122,0.99999999999979927,2.4826414481738492e+122,2.007283228522283e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133398943e-29,0.99999999999999012,2.7555776880480436e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963456559e+122,2.4683641801466456e-32,2.007283228522283e-13,2.0139839378255345e-123,2.0139839378255345e-123,5.2402526762306013e-14,no
1814,1814,contraction,-2.0485664790289327e-67,2.0485664790289327e-67,4.4445102483858278e-07,2.4683641801466456e-32,-72.779167319814974,4.0512660491637417e+31,-4.7141747795896869e+56,4.7141747795896869e+56,1.5756400122405367e+61,7.0024511823509221e+54,4.9034322561207826e+109,2.4826414481733589e+122,0.99999999999980249,2.4826414481738492e+122,1.9750867608081535e-13,2.0998094261053545e+94,2.4826414481733263e+122,0.68411113820097691,8.4579649133398662e-29,0.9999999999999869,2.7555776880480346e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963456721e+122,2.4683641801466456e-32,1.9750867608081535e-13,2.0139839378255281e-123,2.0139839378255281e-123,5.2402526762306013e-14,no
1815,1815,contraction,-2.0321158867802754e-67,2.0321158867802754e-67,4.4088178980134642e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.6769290228466378e+56,4.6769290228466378e+56,1.5756400122405392e+61,6.9471262091504968e+54,4.8262562565865752e+109,2.4826414481733667e+122,0.9999999999998056,2.4826414481738492e+122,1.9440005161186491e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.457964913340049e-29,1.0000000000000167,2.7555776880480262e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963458504e+122,2.4683641801466254e-32,1.9440005161186491e-13,2.0139839378254559e-123,2.0139839378254559e-123,4.4186876380080252e-14,no
1816,1816,contraction,-2.0157984964350227e-67,2.0157984964350227e-67,4.3734121807691487e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.6393842605426562e+56,4.6393842605426562e+56,1.5756400122405418e+61,6.8913570920772687e+54,4.7490802570523669e+109,2.4826414481733744e+122,0.99999999999980871,2.4826414481738492e+122,1.9129142714291447e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133400232e-29,1.0000000000000135,2.7555776880480174e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963458658e+122,2.4683641801466254e-32,1.9129142714291447e-13,2.0139839378254495e-123,2.0139839378254495e-123,4.4186876380080252e-14,no
1817,1817,contraction,-1.9996111257169138e-67,1.9996111257169138e-67,4.3382907947996969e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.6015331737581403e+56,4.6015331737581403e+56,1.5756400122405441e+61,6.8351329595832728e+54,4.6719042575181586e+109,2.4826414481733821e+122,0.99999999999981182,2.4826414481738492e+122,1.8818280267396403e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133399974e-29,1.0000000000000104,2.755577688048009e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963458812e+122,2.4683641801466254e-32,1.8818280267396403e-13,2.0139839378254431e-123,2.0139839378254431e-123,4.4186876380080252e-14,no
1818,1818,contraction,-1.983552990220901e-67,1.983552990220901e-67,4.3034514567373324e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.5647366715147394e+56,4.5647366715147394e+56,1.5756400122405464e+61,6.7804753105380447e+54,4.5974845436815996e+109,2.4826414481733894e+122,0.99999999999981481,2.4826414481738492e+122,1.8518520050747611e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133399716e-29,1.0000000000000073,2.755577688048001e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963458966e+122,2.4683641801466254e-32,1.8518520050747611e-13,2.0139839378254371e-123,2.0139839378254371e-123,4.4186876380080252e-14,no
1819,1819,contraction,-1.9676233158874723e-67,1.9676233158874723e-67,4.2688919015512287e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.527641131024661e+56,4.527641131024661e+56,1.5756400122405487e+61,6.7253734690684958e+54,4.5230648298450406e+109,2.4826414481733967e+122,0.99999999999981781,2.4826414481738492e+122,1.8218759834098819e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133399469e-29,1.0000000000000044,2.7555776880479926e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963459106e+122,2.4683641801466254e-32,1.8218759834098819e-13,2.0139839378254314e-123,2.0139839378254314e-123,4.4186876380080252e-14,no
1820,1820,contraction,-1.9518214171229483e-67,1.9518214171229483e-67,4.2346098824002509e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.4916299537328488e+56,4.4916299537328488e+56,1.5756400122405512e+61,6.6718823443658931e+54,4.4514014017061317e+109,2.4826414481734041e+122,0.9999999999998207,2.4826414481738492e+122,1.7930101847696278e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133399223e-29,1.0000000000000016,2.7555776880479845e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963459253e+122,2.4683641801466254e-32,1.7930101847696278e-13,2.0139839378254253e-123,2.0139839378254253e-123,4.4186876380080252e-14,no
1821,1821,contraction,-1.9361466194348694e-67,1.9361466194348694e-67,4.2006031704868825e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.4553277175976672e+56,4.4553277175976672e+56,1.5756400122405532e+61,6.6179588798716651e+54,4.379737973567222e+109,2.4826414481734111e+122,0.99999999999982359,2.4826414481738492e+122,1.7641443861293737e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133398976e-29,0.99999999999999867,2.7555776880479768e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963459392e+122,2.4683641801466254e-32,1.7641443861293737e-13,2.0139839378254196e-123,2.0139839378254196e-123,4.4186876380080252e-14,no
1822,1822,contraction,-1.9205983381908153e-67,1.9205983381908153e-67,4.1668695549123207e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.4201405633720512e+56,4.4201405633720512e+56,1.5756400122405555e+61,6.5656917618221788e+54,4.3108308311259624e+109,2.482641448173418e+122,0.99999999999982636,2.4826414481738492e+122,1.7363888105137448e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133398741e-29,0.99999999999999589,2.7555776880479691e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963459546e+122,2.4683641801466254e-32,1.7363888105137448e-13,2.0139839378254136e-123,2.0139839378254136e-123,4.4186876380080252e-14,no
1823,1823,contraction,-1.9051760006399075e-67,1.9051760006399075e-67,4.1334068425327329e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.3846710399686721e+56,4.3846710399686721e+56,1.5756400122405578e+61,6.5130052116397868e+54,4.2419236886847019e+109,2.482641448173425e+122,0.99999999999982914,2.4826414481738492e+122,1.7086332348981159e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133398505e-29,0.99999999999999301,2.7555776880479613e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963459678e+122,2.4683641801466254e-32,1.7086332348981159e-13,2.0139839378254082e-123,2.0139839378254082e-123,4.4186876380080252e-14,no
1824,1824,contraction,-1.8898765998463416e-67,1.8898765998463416e-67,4.1002128578166997e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.3489122384238696e+56,4.3489122384238696e+56,1.5756400122405601e+61,6.4598889667264735e+54,4.1730165462434423e+109,2.482641448173432e+122,0.99999999999983191,2.4826414481738492e+122,1.680877659282487e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.457964913339827e-29,0.99999999999999023,2.7555776880479536e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963459818e+122,2.4683641801466254e-32,1.680877659282487e-13,2.0139839378254025e-123,2.0139839378254025e-123,4.4186876380080252e-14,no
1825,1825,contraction,-1.8746996671785279e-67,1.8746996671785279e-67,4.067285442703734e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.3143049596817968e+56,4.3143049596817968e+56,1.5756400122405621e+61,6.408483197684014e+54,4.106865689499832e+109,2.4826414481734386e+122,0.99999999999983458,2.4826414481738492e+122,1.6542323066914832e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133398046e-29,0.99999999999998757,2.7555776880479462e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.965282896345995e+122,2.4683641801466254e-32,1.6542323066914832e-13,2.0139839378253971e-123,2.0139839378253971e-123,4.4186876380080252e-14,no
1826,1826,contraction,-1.859644746150111e-67,1.859644746150111e-67,4.0346224564640041e-07,2.4683641801466254e-32,-72.779167319814988,4.0512660491637751e+31,-4.2794178240453447e+56,4.2794178240453447e+56,1.5756400122405641e+61,6.3566617282628951e+54,4.0407148327562208e+109,2.4826414481734452e+122,0.99999999999983724,2.4826414481738492e+122,1.6275869541004795e-13,2.0998094261054064e+94,2.4826414481734078e+122,0.68411113820097691,8.4579649133397822e-29,0.9999999999999849,2.7555776880479388e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963460082e+122,2.4683641801466254e-32,1.6275869541004795e-13,2.0139839378253917e-123,2.0139839378253917e-123,4.4186876380080252e-14,no
1827,1827,contraction,-1.8447114744972392e-67,1.8447114744972392e-67,4.0022217755591532e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-4.2457153271537303e+56,4.2457153271537303e+56,1.5756400122405661e+61,6.306599925245188e+54,3.9773202617102606e+109,2.4826414481734514e+122,0.99999999999983979,2.4826414481738492e+122,1.6020518245341009e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133399626e-29,1.0000000000000144,2.7555776880479321e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963461792e+122,2.4683641801466057e-32,1.6020518245341009e-13,2.0139839378253225e-123,2.0139839378253225e-123,3.6193270602779447e-14,no
1828,1828,contraction,-1.8298995029571825e-67,1.8298995029571825e-67,3.9700812935042385e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-4.2117431504899743e+56,4.2117431504899743e+56,1.5756400122405681e+61,6.2561375389806601e+54,3.9139256906642996e+109,2.4826414481734577e+122,0.99999999999984235,2.4826414481738492e+122,1.5765166949677223e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133399413e-29,1.000000000000012,2.7555776880479251e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963461909e+122,2.4683641801466057e-32,1.5765166949677223e-13,2.0139839378253175e-123,2.0139839378253175e-123,3.6193270602779447e-14,no
1829,1829,contraction,-1.8152059491076038e-67,1.8152059491076038e-67,3.9381989207307739e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-4.1774947147986115e+56,4.1774947147986115e+56,1.5756400122405703e+61,6.2052647966209623e+54,3.8505311196183386e+109,2.4826414481734643e+122,0.9999999999998449,2.4826414481738492e+122,1.5509815654013437e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133399178e-29,1.0000000000000093,2.7555776880479177e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462041e+122,2.4683641801466057e-32,1.5509815654013437e-13,2.0139839378253121e-123,2.0139839378253121e-123,3.6193270602779447e-14,no
1830,1830,contraction,-1.8006305733762645e-67,1.8006305733762645e-67,3.9065725844509086e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-4.1444705231779032e+56,4.1444705231779032e+56,1.5756400122405721e+61,6.1562105505497674e+54,3.7898928342700268e+109,2.4826414481734701e+122,0.99999999999984734,2.4826414481738492e+122,1.5265566588595902e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133398987e-29,1.0000000000000069,2.7555776880479113e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462166e+122,2.4683641801466057e-32,1.5265566588595902e-13,2.0139839378253071e-123,2.0139839378253071e-123,3.6193270602779447e-14,no
1831,1831,contraction,-1.7861731496818234e-67,1.7861731496818234e-67,3.8752002285226257e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-4.1111810642211713e+56,4.1111810642211713e+56,1.5756400122405741e+61,6.1067622754793036e+54,3.7292545489217159e+109,2.4826414481734764e+122,0.99999999999984979,2.4826414481738492e+122,1.5021317523178368e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133398774e-29,1.0000000000000044,2.7555776880479042e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462284e+122,2.4683641801466057e-32,1.5021317523178368e-13,2.0139839378253024e-123,2.0139839378253024e-123,3.6193270602779447e-14,no
1832,1832,contraction,-1.771830857401962e-67,1.771830857401962e-67,3.8440798133160913e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-4.07761984105077e+56,4.07761984105077e+56,1.5756400122405761e+61,6.0569103209255162e+54,3.6686162635734041e+109,2.4826414481734822e+122,0.99999999999985223,2.4826414481738492e+122,1.4777068457760834e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133398573e-29,1.000000000000002,2.7555776880478978e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462408e+122,2.4683641801466057e-32,1.4777068457760834e-13,2.0139839378252973e-123,2.0139839378252973e-123,3.6193270602779447e-14,no
1833,1833,contraction,-1.757603583523101e-67,1.757603583523101e-67,3.8132093155810468e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-4.0453243988956163e+56,4.0453243988956163e+56,1.5756400122405778e+61,6.0089385617783967e+54,3.6107342639227429e+109,2.4826414481734881e+122,0.99999999999985456,2.4826414481738492e+122,1.4543921622589551e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133398371e-29,0.99999999999999967,2.7555776880478911e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462526e+122,2.4683641801466057e-32,1.4543921622589551e-13,2.0139839378252926e-123,2.0139839378252926e-123,3.6193270602779447e-14,no
1834,1834,contraction,-1.7434912291313418e-67,1.7434912291313418e-67,3.7825867283152663e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-4.0127690459917389e+56,4.0127690459917389e+56,1.5756400122405798e+61,5.9605807303249246e+54,3.5528522642720813e+109,2.482641448173494e+122,0.99999999999985689,2.4826414481738492e+122,1.4310774787418268e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133398169e-29,0.99999999999999734,2.7555776880478847e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462636e+122,2.4683641801466057e-32,1.4310774787418268e-13,2.0139839378252883e-123,2.0139839378252883e-123,3.6193270602779447e-14,no
1835,1835,contraction,-1.7294910373794747e-67,1.7294910373794747e-67,3.7522100606340782e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-3.9799474042553281e+56,3.9799474042553281e+56,1.5756400122405815e+61,5.911827352537809e+54,3.4949702646214196e+109,2.4826414481734999e+122,0.99999999999985922,2.4826414481738492e+122,1.4077627952246985e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133397967e-29,0.999999999999995,2.7555776880478784e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462761e+122,2.4683641801466057e-32,1.4077627952246985e-13,2.0139839378252832e-123,2.0139839378252832e-123,3.6193270602779447e-14,no
1836,1836,contraction,-1.7156030259670181e-67,1.7156030259670181e-67,3.7220773376409207e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-3.9484350524805489e+56,3.9484350524805489e+56,1.5756400122405832e+61,5.8650187984936655e+54,3.4398445506684081e+109,2.4826414481735054e+122,0.99999999999986144,2.4826414481738492e+122,1.3855583347321954e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133397788e-29,0.99999999999999278,2.755577688047872e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462871e+122,2.4683641801466057e-32,1.3855583347321954e-13,2.0139839378252785e-123,2.0139839378252785e-123,3.6193270602779447e-14,no
1837,1837,contraction,-1.70182722739502e-67,1.70182722739502e-67,3.6921866002989749e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-3.9166691699293965e+56,3.9166691699293965e+56,1.5756400122405849e+61,5.8178336489757046e+54,3.3847188367153962e+109,2.4826414481735109e+122,0.99999999999986366,2.4826414481738492e+122,1.3633538742396922e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133397597e-29,0.99999999999999056,2.7555776880478659e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963462974e+122,2.4683641801466057e-32,1.3633538742396922e-13,2.0139839378252745e-123,2.0139839378252745e-123,3.6193270602779447e-14,no
1838,1838,contraction,-1.6881609511187035e-67,1.6881609511187035e-67,3.6625359053037618e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-3.8846435370177499e+56,3.8846435370177499e+56,1.5756400122405866e+61,5.7702626653926109e+54,3.3295931227623842e+109,2.4826414481735164e+122,0.99999999999986589,2.4826414481738492e+122,1.3411494137471891e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133397407e-29,0.99999999999998834,2.7555776880478599e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963463091e+122,2.4683641801466057e-32,1.3411494137471891e-13,2.0139839378252698e-123,2.0139839378252698e-123,3.6193270602779447e-14,no
1839,1839,contraction,-1.674604349861233e-67,1.674604349861233e-67,3.6331233249568239e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-3.8539726947088253e+56,3.8539726947088253e+56,1.5756400122405883e+61,5.7247040923588549e+54,3.2772236945070224e+109,2.4826414481735215e+122,0.99999999999986799,2.4826414481738492e+122,1.3200551762793111e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133397239e-29,0.99999999999998623,2.7555776880478542e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963463194e+122,2.4683641801466057e-32,1.3200551762793111e-13,2.0139839378252654e-123,2.0139839378252654e-123,3.6193270602779447e-14,no
1840,1840,contraction,-1.6611575919029601e-67,1.6611575919029601e-67,3.603946947040397e-07,2.4683641801466057e-32,-72.779167319814988,4.0512660491638075e+31,-3.8230558004597101e+56,3.8230558004597101e+56,1.57564001224059e+61,5.6787800329398746e+54,3.2248542662516601e+109,2.4826414481735266e+122,0.9999999999998701,2.4826414481738492e+122,1.2989609388114332e-13,2.0998094261054564e+94,2.4826414481734874e+122,0.68411113820097691,8.4579649133397059e-29,0.99999999999998423,2.7555776880478485e-123,0.31579669999999999,9.2161799023199995e-05,0.68420329999999996,0.68411113820097691,4.9652828963463304e+122,2.4683641801466057e-32,1.2989609388114332e-13,2.0139839378252611e-123,2.0139839378252611e-123,3.6193270602779447e-14,no
