Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Reference
"=""3p6.3d.7p""","=""1P*""","=""1""",3,"=""""","=""59197""","=""""","=""""","=""L7185"""
"=""3p6.3d.6d""","=""3P""","=""1""",3,"=""""","=""59368""","=""""","=""""","=""L7185"""
"=""3p6.3d.6d""","=""3P""","=""2""",5,"=""""","=""59391""","=""""","=""""","=""L7185"""
"=""3p6.3d.6f""","=""3D*""","=""1""",3,"=""""","=""59802.21""","=""""","=""""","=""L7185"""
"=""3p6.3d.6f""","=""3P*""","=""1""",3,"=""""","=""59862.26""","=""""","=""""","=""L7185"""
"=""3p6.3d.6f""","=""1P*""","=""1""",3,"=""""","=""59878.52""","=""""","=""""","=""L7185"""
"=""3p6.3d.8p""","=""3D*""","=""1""",3,"=""""","=""60046.13""","=""""","=""""","=""L7185"""
"=""3p6.3d.8p""","=""3P*""","=""1""",3,"=""""","=""60150.26""","=""""","=""""","=""L7185"""
"=""3p6.3d.8p""","=""1P*""","=""1""",3,"=""""","=""60300""","=""""","=""""","=""L7185"""
"=""3p6.3d.7f""","=""3D*""","=""1""",3,"=""""","=""60632.18""","=""""","=""""","=""L7185"""
"=""3p6.3d.7f""","=""3P*""","=""1""",3,"=""""","=""60690.27""","=""""","=""""","=""L7185"""
"=""3p6.3d.7f""","=""1P*""","=""1""",3,"=""""","=""60709.54""","=""""","=""""","=""L7185"""
"=""3p6.3d.9p""","=""3D*""","=""1""",3,"=""""","=""60807.28""","=""""","=""""","=""L7185"""
"=""3p6.3d.9p""","=""3P*""","=""1""",3,"=""""","=""60869.28""","=""""","=""""","=""L7185"""
"=""3p6.3d.9p""","=""1P*""","=""1""",3,"=""""","=""60973.6""","=""""","=""""","=""L7185"""
"=""3p6.3d.8f""","=""3D*""","=""1""",3,"=""""","=""61172.54""","=""""","=""""","=""L7185"""
"=""3p6.3d.8f""","=""3P*""","=""1""",3,"=""""","=""61228.65""","=""""","=""""","=""L7185"""
"=""3p6.3d.8f""","=""1P*""","=""1""",3,"=""""","=""61251.39""","=""""","=""""","=""L7185"""
"=""3p6.3d.10p""","=""3D*""","=""1""",3,"=""""","=""61306.65""","=""""","=""""","=""L7185"""
"=""3p6.3d.10p""","=""3P*""","=""1""",3,"=""""","=""61345.74""","=""""","=""""","=""L7185"""
"=""3p6.3d.10p""","=""1P*""","=""1""",3,"=""""","=""61428.1""","=""""","=""""","=""L7185"""
"=""3p6.3d.9f""","=""3D*""","=""1""",3,"=""""","=""61543.95""","=""""","=""""","=""L7185"""
"=""3p6.3d.9f""","=""3P*""","=""1""",3,"=""""","=""61596.69""","=""""","=""""","=""L7185"""
"=""3p6.3d.9f""","=""1P*""","=""1""",3,"=""""","=""61622.60""","=""""","=""""","=""L7185"""
"=""3p6.3d.11p""","=""3D*""","=""1""",3,"=""""","=""61652.25""","=""""","=""""","=""L7185"""
"=""3p6.3d.11p""","=""3P*""","=""1""",3,"=""""","=""61676.62""","=""""","=""""","=""L7185"""
"=""3p6.3d.11p""","=""1P*""","=""1""",3,"=""""","=""61747.2""","=""""","=""""","=""L7185"""
"=""3p6.3d.10f""","=""3D*""","=""1""",3,"=""""","=""61810.68""","=""""","=""""","=""L7185"""
"=""3p6.3d.10f""","=""3P*""","=""1""",3,"=""""","=""61859.22""","=""""","=""""","=""L7185"""
"=""3p6.3d.10f""","=""1P*""","=""1""",3,"=""""","=""61888.22""","=""""","=""""","=""L7185"""
"=""3p6.3d.12p""","=""3D*""","=""1""",3,"=""""","=""61901.04""","=""""","=""""","=""L7185"""
"=""3p6.3d.12p""","=""3P*""","=""1""",3,"=""""","=""61916.38""","=""""","=""""","=""L7185"""
"=""3p6.3d.12p""","=""1P*""","=""1""",3,"=""""","=""61980.49""","=""""","=""""","=""L7185"""
"=""3p6.3d.11f""","=""3D*""","=""1""",3,"=""""","=""62009.17""","=""""","=""""","=""L7185"""
"=""3p6.3d.11f""","=""3P*""","=""1""",3,"=""""","=""62052.49""","=""""","=""""","=""L7185"""
"=""3p6.3d.11f""","=""1P*""","=""1""",3,"=""""","=""62084.92""","=""""","=""""","=""L7185"""
"=""3p6.3d.13p""","=""3D*""","=""1""",3,"=""""","=""62084.92""","=""""","=""""","=""L7185"""
"=""3p6.3d.13p""","=""3P*""","=""1""",3,"=""""","=""62097.08""","=""""","=""""","=""L7185"""
"=""3p6.3d.13p""","=""1P*""","=""1""",3,"=""""","=""62154.62""","=""""","=""""","=""L7185"""
"=""3p6.3d.12f""","=""3D*""","=""1""",3,"=""""","=""62161.61""","=""""","=""""","=""L7185"""
"=""3p6.3d.12f""","=""3P*""","=""1""",3,"=""""","=""62198.92""","=""""","=""""","=""L7185"""
"=""3p6.3d.14p""","=""3D*""","=""1""",3,"=""""","=""62223.68""","=""""","=""""","=""L7185"""
"=""3p6.3d.12f""","=""1P*""","=""1""",3,"=""""","=""62234.47""","=""""","=""""","=""L7185"""
"=""3p6.3d.14p""","=""3P*""","=""1""",3,"=""""","=""62237.12""","=""""","=""""","=""L7185"""
"=""3p6.3d.13f""","=""3D*""","=""1""",3,"=""""","=""62279.33""","=""""","=""""","=""L7185"""
"=""3p6.3d.14p""","=""1P*""","=""1""",3,"=""""","=""62288.02""","=""""","=""""","=""L7185"""
"=""3p6.3d.13f""","=""3P*""","=""1""",3,"=""""","=""62312.63""","=""""","=""""","=""L7185"""
"=""3p6.3d.15p""","=""3D*""","=""1""",3,"=""""","=""62331.04""","=""""","=""""","=""L7185"""
"=""3p6.3d.13f""","=""1P*""","=""1""",3,"=""""","=""62346.47""","=""""","=""""","=""L7185"""
"=""3p6.3d.15p""","=""3P*""","=""1""",3,"=""""","=""62351.93""","=""""","=""""","=""L7185"""
"=""3p6.3d.14f""","=""3D*""","=""1""",3,"=""""","=""62375.29""","=""""","=""""","=""L7185"""
"=""3p6.3d.15p""","=""1P*""","=""1""",3,"=""""","=""62392.01""","=""""","=""""","=""L7185"""
"=""3p6.3d.14f""","=""3P*""","=""1""",3,"=""""","=""62403.22""","=""""","=""""","=""L7185"""
"=""3p6.3d.16p""","=""3D*""","=""1""",3,"=""""","=""62416.47""","=""""","=""""","=""L7185"""
"=""3p6.3d.14f""","=""1P*""","=""1""",3,"=""""","=""62433.38""","=""""","=""""","=""L7185"""
"=""3p6.3d.16p""","=""3P*""","=""1""",3,"=""""","=""62443.64""","=""""","=""""","=""L7185"""
"=""3p6.3d.15f""","=""3D*""","=""1""",3,"=""""","=""62453.85""","=""""","=""""","=""L7185"""
"=""3p6.3d.15f""","=""3P*""","=""1""",3,"=""""","=""62472.14""","=""""","=""""","=""L7185"""
"=""3p6.3d.16p""","=""1P*""","=""1""",3,"=""""","=""62478.26""","=""""","=""""","=""L7185"""
"=""3p6.3d.17p""","=""3D*""","=""1""",3,"=""""","=""62486.45""","=""""","=""""","=""L7185"""
"=""3p6.3d.15f""","=""1P*""","=""1""",3,"=""""","=""62506.62""","=""""","=""""","=""L7185"""
"=""3p6.3d.17p""","=""3P*""","=""1""",3,"=""""","=""62511.97""","=""""","=""""","=""L7185"""
"=""3p6.3d.16f""","=""3D*""","=""1""",3,"=""""","=""62520.06""","=""""","=""""","=""L7185"""
"=""3p6.3d.16f""","=""3P*""","=""1""",3,"=""""","=""62533.90""","=""""","=""""","=""L7185"""
"=""3p6.3d.18p""","=""3D*""","=""1""",3,"=""""","=""62539.39""","=""""","=""""","=""L7185"""
"=""3p6.3d.17p""","=""1P*""","=""1""",3,"=""""","=""62548.16""","=""""","=""""","=""L7185"""
"=""3p6.4p.4d""","=""3D*?""","=""1""",3,"=""""","=""62552.97""","=""""","=""""","=""L7185"""
"=""3p6.4p.4d""","=""3P*?""","=""1""",3,"=""""","=""62557.45""","=""""","=""""","=""L7185"""
"=""3p6.4p.4d""","=""1P*?""","=""1""",3,"=""""","=""62561.72""","=""""","=""""","=""L7185"""
"=""3p6.3d.17f""","=""3D*""","=""1""",3,"=""""","=""62565.68""","=""""","=""""","=""L7185"""
"=""3p6.3d.16f""","=""1P*""","=""1""",3,"=""""","=""62572.66""","=""""","=""""","=""L7185"""
"=""3p6.3d.17f""","=""3P*""","=""1""",3,"=""""","=""62578.91""","=""""","=""""","=""L7185"""
"=""3p6.3d.18p""","=""3P*""","=""1""",3,"=""""","=""62584.50""","=""""","=""""","=""L7185"""
"=""3p6.3d.19p""","=""3D*""","=""1""",3,"=""""","=""62587.83""","=""""","=""""","=""L7185"""
"=""3p6.3d.18p""","=""1P*""","=""1""",3,"=""""","=""62602.72""","=""""","=""""","=""L7185"""
"=""3p6.3d.18f""","=""3D*""","=""1""",3,"=""""","=""62610.75""","=""""","=""""","=""L7185"""
"=""3p6.3d.18f""","=""3P*""","=""1""",3,"=""""","=""62617.02""","=""""","=""""","=""L7185"""
"=""3p6.3d.17f""","=""1P*""","=""1""",3,"=""""","=""62625.37""","=""""","=""""","=""L7185"""
"=""3p6.3d.20p""","=""3D*""","=""1""",3,"=""""","=""62626.03""","=""""","=""""","=""L7185"""
"=""3p6.3d.19p""","=""3P*""","=""1""",3,"=""""","=""62628.76""","=""""","=""""","=""L7185"""
"=""3p6.3d.19f""","=""3D*""","=""1""",3,"=""""","=""62641.52""","=""""","=""""","=""L7185"""
"=""3p6.3d.19p""","=""1P*""","=""1""",3,"=""""","=""62648.37""","=""""","=""""","=""L7185"""
"=""3p6.3d.19f""","=""3P*""","=""1""",3,"=""""","=""62653.99""","=""""","=""""","=""L7185"""
"=""3p6.3d.21p""","=""3D*""","=""1""",3,"=""""","=""62660.15""","=""""","=""""","=""L7185"""
"=""3p6.3d.20p""","=""3P*""","=""1""",3,"=""""","=""62671.51""","=""""","=""""","=""L7185"""
"=""3p6.3d.18f""","=""1P*""","=""1""",3,"=""""","=""62671.51""","=""""","=""""","=""L7185"""
"=""3p6.3d.20f""","=""3D*""","=""1""",3,"=""""","=""62675.56""","=""""","=""""","=""L7185"""
"=""3p6.3d.20f""","=""3P*""","=""1""",3,"=""""","=""62683.89""","=""""","=""""","=""L7185"""
"=""3p6.3d.22p""","=""3D*""","=""1""",3,"=""""","=""62686.88""","=""""","=""""","=""L7185"""
"=""3p6.3d.20p""","=""1P*""","=""1""",3,"=""""","=""62690.32""","=""""","=""""","=""L7185"""
"=""3p6.3d.19f""","=""1P*""","=""1""",3,"=""""","=""62704.43""","=""""","=""""","=""L7185"""
"=""3p6.3d.21f""","=""3D*""","=""1""",3,"=""""","=""62704.43""","=""""","=""""","=""L7185"""
"=""3p6.3d.21f""","=""3P*""","=""1""",3,"=""""","=""62707.25""","=""""","=""""","=""L7185"""
"=""3p6.3d.21p""","=""3P*""","=""1""",3,"=""""","=""62711.37""","=""""","=""""","=""L7185"""
"=""3p6.3d.23p""","=""3D*""","=""1""",3,"=""""","=""62713.24""","=""""","=""""","=""L7185"""
"=""3p6.3d.22f""","=""3D*""","=""1""",3,"=""""","=""62720.41""","=""""","=""""","=""L7185"""
"=""3p6.3d.21p""","=""1P*""","=""1""",3,"=""""","=""62721.80""","=""""","=""""","=""L7185"""
"=""3p6.3d.22f""","=""3P*""","=""1""",3,"=""""","=""62729.19""","=""""","=""""","=""L7185"""
"=""3p6.3d.24p""","=""3D*""","=""1""",3,"=""""","=""62734.25""","=""""","=""""","=""L7185"""
"=""3p6.3d.20f""","=""1P*""","=""1""",3,"=""""","=""62736.10""","=""""","=""""","=""L7185"""
"=""3p6.3d.22p""","=""3P*""","=""1""",3,"=""""","=""62736.10""","=""""","=""""","=""L7185"""
"=""3p6.3d.23f""","=""3D*""","=""1""",3,"=""""","=""62743.11""","=""""","=""""","=""L7185"""
"=""3p6.3d.23f""","=""3P*""","=""1""",3,"=""""","=""62748.53""","=""""","=""""","=""L7185"""
"=""3p6.3d.22p""","=""1P*""","=""1""",3,"=""""","=""62750.58""","=""""","=""""","=""L7185"""
"=""3p6.3d.25p""","=""3D*""","=""1""",3,"=""""","=""62753.60""","=""""","=""""","=""L7185"""
"=""3p6.3d.23p""","=""3P*""","=""1""",3,"=""""","=""62762.86""","=""""","=""""","=""L7185"""
"=""3p6.3d.21f""","=""1P*""","=""1""",3,"=""""","=""62762.86""","=""""","=""""","=""L7185"""
"=""3p6.3d.24f""","=""3P*""","=""1""",3,"=""""","=""62764.10""","=""""","=""""","=""L7185"""
"=""3p6.3d.24f""","=""3D*""","=""1""",3,"=""""","=""62768.10""","=""""","=""""","=""L7185"""
"=""3p6.3d.26p""","=""3D*""","=""1""",3,"=""""","=""62769.47""","=""""","=""""","=""L7185"""
"=""3p6.3d.23p""","=""1P*""","=""1""",3,"=""""","=""62774.75""","=""""","=""""","=""L7185"""
"=""3p6.3d.25f""","=""3P*""","=""1""",3,"=""""","=""62780.30""","=""""","=""""","=""L7185"""
"=""3p6.3d.27p""","=""3D*""","=""1""",3,"=""""","=""62783.86""","=""""","=""""","=""L7185"""
"=""3p6.3d.22f""","=""1P*""","=""1""",3,"=""""","=""62785.02""","=""""","=""""","=""L7185"""
"=""3p6.3d.24p""","=""3P*""","=""1""",3,"=""""","=""62787.31""","=""""","=""""","=""L7185"""
"=""3p6.3d.26f""","=""3D*""","=""1""",3,"=""""","=""62790.08""","=""""","=""""","=""L7185"""
"=""3p6.3d.26f""","=""3P*""","=""1""",3,"=""""","=""62794.19""","=""""","=""""","=""L7185"""
"=""3p6.3d.24p""","=""1P*""","=""1""",3,"=""""","=""62795.55""","=""""","=""""","=""L7185"""
"=""3p6.3d.28p""","=""3D*""","=""1""",3,"=""""","=""62797.46""","=""""","=""""","=""L7185"""
"=""3p6.3d.23f""","=""1P*""","=""1""",3,"=""""","=""62804.38""","=""""","=""""","=""L7185"""
"=""3p6.3d.27f""","=""3P*""","=""1""",3,"=""""","=""62806.02""","=""""","=""""","=""L7185"""
"=""3p6.3d.25p""","=""3P*""","=""1""",3,"=""""","=""62807.90""","=""""","=""""","=""L7185"""
"=""3p6.3d.29p""","=""3D*""","=""1""",3,"=""""","=""62808.51""","=""""","=""""","=""L7185"""
"=""3p6.3d.28f""","=""3D*""","=""1""",3,"=""""","=""62812.00""","=""""","=""""","=""L7185"""
"=""3p6.3d.25p""","=""1P*""","=""1""",3,"=""""","=""62814.13""","=""""","=""""","=""L7185"""
"=""3p6.3d.28f""","=""3P*""","=""1""",3,"=""""","=""62816.51""","=""""","=""""","=""L7185"""
"=""3p6.3d.30p""","=""3D*""","=""1""",3,"=""""","=""62818.76""","=""""","=""""","=""L7185"""
"=""3p6.3d.24f""","=""1P*""","=""1""",3,"=""""","=""62820.31""","=""""","=""""","=""L7185"""
"=""3p6.3d.29f""","=""3P*""","=""1""",3,"=""""","=""62824.17""","=""""","=""""","=""L7185"""
"=""3p6.3d.26p""","=""3P*""","=""1""",3,"=""""","=""62824.17""","=""""","=""""","=""L7185"""
"=""3p6.3d.31p""","=""3D*""","=""1""",3,"=""""","=""62827.75""","=""""","=""""","=""L7185"""
"=""3p6.3d.26p""","=""1P*""","=""1""",3,"=""""","=""62830.67""","=""""","=""""","=""L7185"""
"=""3p6.3d.30f""","=""3D*""","=""1""",3,"=""""","=""62832.31""","=""""","=""""","=""L7185"""
"=""3p6.3d.30f""","=""3P*""","=""1""",3,"=""""","=""62834.11""","=""""","=""""","=""L7185"""
"=""3p6.3d.32p""","=""3D*""","=""1""",3,"=""""","=""62836.22""","=""""","=""""","=""L7185"""
"=""3p6.3d.25f""","=""1P*""","=""1""",3,"=""""","=""62836.85""","=""""","=""""","=""L7185"""
"=""3p6.3d.27p""","=""3P*""","=""1""",3,"=""""","=""62838.45""","=""""","=""""","=""L7185"""
"=""3p6.3d.31f""","=""3P*""","=""1""",3,"=""""","=""62840.23""","=""""","=""""","=""L7185"""
"=""3p6.3d.33p""","=""3D*""","=""1""",3,"=""""","=""62843.72""","=""""","=""""","=""L7185"""
"=""3p6.3d.27p""","=""1P*""","=""1""",3,"=""""","=""62845.27""","=""""","=""""","=""L7185"""
"=""3p6.3d.32f""","=""3P*""","=""1""",3,"=""""","=""62848.77""","=""""","=""""","=""L7185"""
"=""3p6.3d.34p""","=""3D*""","=""1""",3,"=""""","=""62850.62""","=""""","=""""","=""L7185"""
"=""3p6.3d.26f""","=""1P*""","=""1""",3,"=""""","=""62852.33""","=""""","=""""","=""L7185"""
"=""3p6.3d.28p""","=""3P*""","=""1""",3,"=""""","=""62853.79""","=""""","=""""","=""L7185"""
"=""3p6.3d.33f""","=""3P*""","=""1""",3,"=""""","=""62853.79""","=""""","=""""","=""L7185"""
"=""3p6.3d.35p""","=""3D*""","=""1""",3,"=""""","=""62856.56""","=""""","=""""","=""L7185"""
"=""3p6.3d.28p""","=""1P*""","=""1""",3,"=""""","=""62858.11""","=""""","=""""","=""L7185"""
"=""3p6.3d.34f""","=""3P*""","=""1""",3,"=""""","=""62861.06""","=""""","=""""","=""L7185"""
"=""3p6.3d.36p""","=""3D*""","=""1""",3,"=""""","=""62862.60""","=""""","=""""","=""L7185"""
"=""3p6.3d.29p""","=""3P*""","=""1""",3,"=""""","=""62863.99""","=""""","=""""","=""L7185"""
"=""3p6.3d.35f""","=""3P*""","=""1""",3,"=""""","=""62865.39""","=""""","=""""","=""L7185"""
"=""3p6.3d.37p""","=""3D*""","=""1""",3,"=""""","=""62867.87""","=""""","=""""","=""L7185"""
"=""3p6.3d.29p""","=""1P*""","=""1""",3,"=""""","=""62869.38""","=""""","=""""","=""L7185"""
"=""3p6.3d.36f""","=""3P*""","=""1""",3,"=""""","=""62871.46""","=""""","=""""","=""L7185"""
"=""3p6.3d.38p""","=""3D*""","=""1""",3,"=""""","=""62872.69""","=""""","=""""","=""L7185"""
"=""3p6.3d.30p""","=""3P*""","=""1""",3,"=""""","=""62875.40""","=""""","=""""","=""L7185"""
"=""3p6.3d.37f""","=""3P*""","=""1""",3,"=""""","=""62875.40""","=""""","=""""","=""L7185"""
"=""3p6.3d.39p""","=""3D*""","=""1""",3,"=""""","=""62876.98""","=""""","=""""","=""L7185"""
"=""3p6.3d.30p""","=""1P*""","=""1""",3,"=""""","=""62879.48""","=""""","=""""","=""L7185"""
"=""3p6.3d.38f""","=""3P*""","=""1""",3,"=""""","=""62880.04""","=""""","=""""","=""L7185"""
"=""3p6.3d.40p""","=""3D*""","=""1""",3,"=""""","=""62881.24""","=""""","=""""","=""L7185"""
"=""3p6.3d.31p""","=""3P*""","=""1""",3,"=""""","=""62884.77""","=""""","=""""","=""L7185"""
"=""3p6.3d.41p""","=""3D*""","=""1""",3,"=""""","=""62884.77""","=""""","=""""","=""L7185"""
"=""3p6.3d.31p""","=""1P*""","=""1""",3,"=""""","=""62889.00""","=""""","=""""","=""L7185"""
"=""3p6.3d.42p""","=""3D*""","=""1""",3,"=""""","=""62889.00""","=""""","=""""","=""L7185"""
"=""3p6.3d.43p""","=""3D*""","=""1""",3,"=""""","=""62891.65""","=""""","=""""","=""L7185"""
"=""3p6.3d.32p""","=""3P*""","=""1""",3,"=""""","=""62893.66""","=""""","=""""","=""L7185"""
"=""3p6.3d.44p""","=""3D*""","=""1""",3,"=""""","=""62894.65""","=""""","=""""","=""L7185"""
"=""3p6.3d.32p""","=""1P*""","=""1""",3,"=""""","=""62897.57""","=""""","=""""","=""L7185"""
"=""3p6.3d.45p""","=""3D*""","=""1""",3,"=""""","=""62897.57""","=""""","=""""","=""L7185"""
"=""3p6.3d.46p""","=""3D*""","=""1""",3,"=""""","=""62900.09""","=""""","=""""","=""L7185"""
"=""3p6.3d.33p""","=""3P*""","=""1""",3,"=""""","=""62901.85""","=""""","=""""","=""L7185"""
"=""3p6.3d.47p""","=""3D*""","=""1""",3,"=""""","=""62902.75""","=""""","=""""","=""L7185"""
"=""3p6.3d.33p""","=""1P*""","=""1""",3,"=""""","=""62904.95""","=""""","=""""","=""L7185"""
"=""3p6.3d.48p""","=""3D*""","=""1""",3,"=""""","=""62904.95""","=""""","=""""","=""L7185"""
"=""3p6.3d.49p""","=""3D*""","=""1""",3,"=""""","=""62906.98""","=""""","=""""","=""L7185"""
"=""3p6.3d.50p""","=""3D*""","=""1""",3,"=""""","=""62908.88""","=""""","=""""","=""L7185"""
"=""3p6.3d.51p""","=""3D*""","=""1""",3,"=""""","=""62910.88""","=""""","=""""","=""L7185"""
"=""3p6.3d.34p""","=""1P*""","=""1""",3,"=""""","=""62911.51""","=""""","=""""","=""L7185"""
"=""3p6.3d.52p""","=""3D*""","=""1""",3,"=""""","=""62912.67""","=""""","=""""","=""L7185"""
"=""3p6.3d.53p""","=""3D*""","=""1""",3,"=""""","=""62914.47""","=""""","=""""","=""L7185"""
"=""3p6.3d.54p""","=""3D*""","=""1""",3,"=""""","=""62915.91""","=""""","=""""","=""L7185"""
"=""3p6.3d.35p""","=""1P*""","=""1""",3,"=""""","=""62917.83""","=""""","=""""","=""L7185"""
"=""3p6.3d.55p""","=""3D*""","=""1""",3,"=""""","=""62917.83""","=""""","=""""","=""L7185"""
"=""3p6.3d.56p""","=""3D*""","=""1""",3,"=""""","=""62918.80""","=""""","=""""","=""L7185"""
"=""3p6.3d.57p""","=""3D*""","=""1""",3,"=""""","=""62920.32""","=""""","=""""","=""L7185"""
"=""3p6.3d.58p""","=""3D*""","=""1""",3,"=""""","=""62921.43""","=""""","=""""","=""L7185"""
"=""3p6.3d.36p""","=""1P*""","=""1""",3,"=""""","=""62923.62""","=""""","=""""","=""L7185"""
"=""3p6.3d.35f""","=""1P*""","=""1""",3,"=""""","=""62926.36""","=""""","=""""","=""L7185"""
"=""3p6.3d.37p""","=""1P*""","=""1""",3,"=""""","=""62928.81""","=""""","=""""","=""L7185"""
"=""3p6.3d.36f""","=""1P*""","=""1""",3,"=""""","=""62931.29""","=""""","=""""","=""L7185"""
"=""3p6.3d.38p""","=""1P*""","=""1""",3,"=""""","=""62933.61""","=""""","=""""","=""L7185"""
"=""3p6.3d.37f""","=""1P*""","=""1""",3,"=""""","=""62935.88""","=""""","=""""","=""L7185"""
"=""3p6.3d.39p""","=""1P*""","=""1""",3,"=""""","=""62938.02""","=""""","=""""","=""L7185"""
"=""3p6.3d.38f""","=""1P*""","=""1""",3,"=""""","=""62939.79""","=""""","=""""","=""L7185"""
"=""3p6.3d.40p""","=""1P*""","=""1""",3,"=""""","=""62942.10""","=""""","=""""","=""L7185"""
"=""3p6.3d.39f""","=""1P*""","=""1""",3,"=""""","=""62943.85""","=""""","=""""","=""L7185"""
"=""3p6.3d.41p""","=""1P*""","=""1""",3,"=""""","=""62945.88""","=""""","=""""","=""L7185"""
"=""3p6.3d.42p""","=""1P*""","=""1""",3,"=""""","=""62949.34""","=""""","=""""","=""L7185"""
"=""3p6.3d.43p""","=""1P*""","=""1""",3,"=""""","=""62952.58""","=""""","=""""","=""L7185"""
"=""3p6.3d.44p""","=""1P*""","=""1""",3,"=""""","=""62955.57""","=""""","=""""","=""L7185"""
"=""Ca II (3d 2D<3/2>)""","=""Limit""","=""---""",,"=""""","=""62956.15""","=""""","=""""","=""L7185"""
"=""3p6.3d.45p""","=""1P*""","=""1""",3,"=""""","=""62958.38""","=""""","=""""","=""L7185"""
"=""3p6.3d.46p""","=""1P*""","=""1""",3,"=""""","=""62961.01""","=""""","=""""","=""L7185"""
"=""3p6.3d.47p""","=""1P*""","=""1""",3,"=""""","=""62963.43""","=""""","=""""","=""L7185"""
"=""3p6.3d.48p""","=""1P*""","=""1""",3,"=""""","=""62965.72""","=""""","=""""","=""L7185"""
"=""3p6.3d.49p""","=""1P*""","=""1""",3,"=""""","=""62967.84""","=""""","=""""","=""L7185"""
"=""3p6.3d.50p""","=""1P*""","=""1""",3,"=""""","=""62969.89""","=""""","=""""","=""L7185"""
"=""3p6.3d.51p""","=""1P*""","=""1""",3,"=""""","=""62971.78""","=""""","=""""","=""L7185"""
"=""3p6.3d.52p""","=""1P*""","=""1""",3,"=""""","=""62973.55""","=""""","=""""","=""L7185"""
"=""3p6.3d.53p""","=""1P*""","=""1""",3,"=""""","=""62975.23""","=""""","=""""","=""L7185"""
"=""3p6.3d.54p""","=""1P*""","=""1""",3,"=""""","=""62976.81""","=""""","=""""","=""L7185"""
"=""3p6.3d.55p""","=""1P*""","=""1""",3,"=""""","=""62978.26""","=""""","=""""","=""L7185"""
"=""3p6.3d.56p""","=""1P*""","=""1""",3,"=""""","=""62979.72""","=""""","=""""","=""L7185"""
"=""3p6.3d.57p""","=""1P*""","=""1""",3,"=""""","=""62981.03""","=""""","=""""","=""L7185"""
"=""3p6.3d.58p""","=""1P*""","=""1""",3,"=""""","=""62982.35""","=""""","=""""","=""L7185"""
"=""3p6.3d.59p""","=""1P*""","=""1""",3,"=""""","=""62983.48""","=""""","=""""","=""L7185"""
"=""3p6.3d.60p""","=""1P*""","=""1""",3,"=""""","=""62984.63""","=""""","=""""","=""L7185"""
"=""3p6.3d.61p""","=""1P*""","=""1""",3,"=""""","=""62985.70""","=""""","=""""","=""L7185"""
"=""Ca II (3d 2D<5/2>)""","=""Limit""","=""---""",,"=""""","=""63016.84""","=""""","=""""","=""L7185"""
"=""3p6.4p.6s""","=""3P*""","=""1""",3,"=""""","=""64977""","=""""","=""""","=""L7185"""
"=""3p6.4p.6s""","=""1P*""","=""1""",3,"=""""","=""65445""","=""""","=""""","=""L7185"""
"=""3p6.4p.5d""","=""1P*""","=""1""",3,"=""""","=""66578""","=""""","=""""","=""L7185"""
"=""3p6.4p.7s""","=""3P*""","=""1""",3,"=""""","=""68913""","=""""","=""""","=""L7185"""
"=""3p6.4p.7s""","=""1P*""","=""1""",3,"=""""","=""69247""","=""""","=""""","=""L7185"""
"=""3p6.4p.6d""","=""1P*""","=""1""",3,"=""""","=""69643""","=""""","=""""","=""L7185"""
"=""3p6.4p.8s""","=""3P*""","=""1""",3,"=""""","=""70787""","=""""","=""""","=""L7185"""
"=""3p6.4p.8s""","=""1P*""","=""1""",3,"=""""","=""71001""","=""""","=""""","=""L7185"""
"=""3p6.4p.7d""","=""1P*""","=""1""",3,"=""""","=""71237""","=""""","=""""","=""L7185"""
"=""3p6.4p.9s""","=""3P*""","=""1""",3,"=""""","=""71868""","=""""","=""""","=""L7185"""
"=""3p6.4p.9s""","=""1P*""","=""1""",3,"=""""","=""72007""","=""""","=""""","=""L7185"""
"=""3p6.4p.8d""","=""1P*""","=""1""",3,"=""""","=""72289""","=""""","=""""","=""L7185"""
"=""3p6.4p.10s""","=""3P*""","=""1""",3,"=""""","=""72411""","=""""","=""""","=""L7185"""
"=""3p6.4p.10s""","=""1P*""","=""1""",3,"=""""","=""72655""","=""""","=""""","=""L7185"""
"=""3p6.4p.11s""","=""3P*""","=""1""",3,"=""""","=""72871""","=""""","=""""","=""L7185"""
"=""3p6.4p.9d""","=""1P*""","=""1""",3,"=""""","=""72871""","=""""","=""""","=""L7185"""
"=""3p6.4p.11s""","=""1P*""","=""1""",3,"=""""","=""73111""","=""""","=""""","=""L7185"""
"=""3p6.4p.12s""","=""3P*""","=""1""",3,"=""""","=""73248""","=""""","=""""","=""L7185"""
"=""3p6.4p.10d""","=""1P*""","=""1""",3,"=""""","=""73248""","=""""","=""""","=""L7185"""
"=""3p6.4p.12s""","=""1P*""","=""1""",3,"=""""","=""73444""","=""""","=""""","=""L7185"""
"=""3p6.4p.13s""","=""3P*""","=""1""",3,"=""""","=""73444""","=""""","=""""","=""L7185"""
"=""3p6.4p.11d""","=""1P*""","=""1""",3,"=""""","=""73517""","=""""","=""""","=""L7185"""
"=""3p6.4p.14s""","=""3P*""","=""1""",3,"=""""","=""73622""","=""""","=""""","=""L7185"""
"=""3p6.4p.13s""","=""1P*""","=""1""",3,"=""""","=""73693""","=""""","=""""","=""L7185"""
"=""3p6.4p.15s""","=""3P*""","=""1""",3,"=""""","=""73742""","=""""","=""""","=""L7185"""
