rank,shot_id,campaign,split_membership,status,candidate_score,candidate_class,core_required_present,core_required_total,profile_preferred_present,profile_preferred_total,edge_activity_present,edge_activity_total,supporting_present,supporting_total,has_core_required,has_thomson_profiles,has_soft_xray,metadata_key_count,signal_like_count,sources,missing_core_required,missing_profile_preferred,missing_edge_activity,error,has__charge_exchange-t_i,has__charge_exchange-v_i,has__equilibrium-beta_normal,has__equilibrium-beta_pol,has__equilibrium-elongation,has__equilibrium-minor_radius,has__equilibrium-psi,has__equilibrium-q,has__equilibrium-q95,has__equilibrium-triangularity_lower,has__equilibrium-triangularity_upper,has__equilibrium-whmd,has__gas_injection-total_injected,has__interferometer-n_e_line,has__magnetics-b_field_pol_probe_obr_field,has__magnetics-b_field_tor_probe_omaha_voltage,has__magnetics-ip,has__pf_active-coil_current,has__pf_active-solenoid_current,has__soft_x_rays-horizontal_cam_lower,has__soft_x_rays-horizontal_cam_upper,has__spectrometer_visible-filter_spectrometer_dalpha_voltage,has__summary-ip,has__summary-power_nbi,has__thomson_scattering-n_e,has__thomson_scattering-t_e,shape__equilibrium-elongation,shape__equilibrium-minor_radius,shape__equilibrium-q95,shape__equilibrium-triangularity_lower,shape__equilibrium-triangularity_upper,shape__interferometer-n_e_line,shape__soft_x_rays-horizontal_cam_lower,shape__soft_x_rays-horizontal_cam_upper,shape__spectrometer_visible-filter_spectrometer_dalpha_voltage,shape__summary-power_nbi,shape__thomson_scattering-n_e,shape__thomson_scattering-t_e
100,11911,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[103],[103],[103],[103],[103],[2048],"[18, 25600]","[18, 25600]","[3, 25600]",[2048],,
101,11912,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[111],[111],[111],[111],[111],[2204],"[18, 27550]","[18, 27550]","[3, 27550]",[2204],,
102,11913,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[106],[106],[106],[106],[106],[2115],"[18, 26430]","[18, 26430]","[3, 26430]",[2115],,
103,11914,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[102],[102],[102],[102],[102],[2029],"[18, 25361]","[18, 25361]","[3, 25361]",[2029],,
104,11915,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[80],[80],[80],[80],[80],[1596],"[18, 19950]","[18, 19950]","[3, 19950]",[1596],,
105,11916,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[70],[70],[70],[70],[70],[1384],"[18, 17300]","[18, 17300]","[3, 17300]",[1384],,
106,11917,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[104],[104],[104],[104],[104],[2072],"[18, 25900]","[18, 25900]","[3, 25900]",[2072],,
107,11918,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[80],[80],[80],[80],[80],[1597],"[18, 19960]","[18, 19960]","[3, 19960]",[1597],,
108,11919,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[85],[85],[85],[85],[85],[1684],"[18, 21040]","[18, 21040]","[3, 21040]",[1684],,
109,11920,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[91],[91],[91],[91],[91],[1807],"[18, 22581]","[18, 22581]","[3, 22581]",[1807],,
110,11921,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[82],[82],[82],[82],[82],[1640],"[18, 20500]","[18, 20500]","[3, 20500]",[1640],,
111,11922,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[85],[85],[85],[85],[85],[1696],"[18, 21190]","[18, 21190]","[3, 21190]",[1696],,
112,11923,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[91],[91],[91],[91],[91],[1817],"[18, 22701]","[18, 22701]","[3, 22701]",[1817],,
113,11924,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[92],[92],[92],[92],[92],[1823],"[18, 22780]","[18, 22780]","[3, 22780]",[1823],,
114,11925,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[85],[85],[85],[85],[85],[1684],"[18, 21040]","[18, 21040]","[3, 21040]",[1684],,
115,11926,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[84],[84],[84],[84],[84],[1676],"[18, 20950]","[18, 20950]","[3, 20950]",[1676],,
116,11927,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[92],[92],[92],[92],[92],[1821],"[18, 22751]","[18, 22751]","[3, 22751]",[1821],,
117,11930,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[85],[85],[85],[85],[85],[1690],"[18, 21120]","[18, 21120]","[3, 21120]",[1690],,
118,11931,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[106],[106],[106],[106],[106],[2119],"[18, 26480]","[18, 26480]","[3, 26480]",[2119],,
119,11932,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[84],[84],[84],[84],[84],[1680],"[18, 20990]","[18, 20990]","[3, 20990]",[1680],,
120,11933,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[105],[105],[105],[105],[105],[2095],"[18, 26180]","[18, 26180]","[3, 26180]",[2095],,
121,11934,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[94],[94],[94],[94],[94],[1876],"[18, 23450]","[18, 23450]","[3, 23450]",[1876],,
122,11935,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[103],[103],[103],[103],[103],[2053],"[18, 25660]","[18, 25660]","[3, 25660]",[2053],,
123,11936,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[112],[112],[112],[112],[112],[2221],"[18, 27760]","[18, 27760]","[3, 27760]",[2221],,
124,11937,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[105],[105],[105],[105],[105],[2084],"[18, 26050]","[18, 26050]","[3, 26050]",[2084],,
125,11938,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[99],[99],[99],[99],[99],[1974],"[18, 24670]","[18, 24670]","[3, 24670]",[1974],,
126,11944,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[114],[114],[114],[114],[114],[2277],"[18, 28451]","[18, 28451]","[3, 28451]",[2277],,
127,11945,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[120],[120],[120],[120],[120],[2390],"[18, 29870]","[18, 29870]","[3, 29870]",[2390],,
128,11948,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[121],[121],[121],[121],[121],[2418],"[18, 30220]","[18, 30220]","[3, 30220]",[2418],,
129,11949,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[99],[99],[99],[99],[99],[1980],"[18, 24750]","[18, 24750]","[3, 24750]",[1980],,
130,11950,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[68],[68],[68],[68],[68],[1352],"[18, 16900]","[18, 16900]","[3, 16900]",[1352],,
131,11951,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[122],[122],[122],[122],[122],[2425],"[18, 30310]","[18, 30310]","[3, 30310]",[2425],,
132,11952,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[115],[115],[115],[115],[115],[2281],"[18, 28511]","[18, 28511]","[3, 28511]",[2281],,
133,11953,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[123],[123],[123],[123],[123],[2453],"[18, 30660]","[18, 30660]","[3, 30660]",[2453],,
134,11954,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[98],[98],[98],[98],[98],[1948],"[18, 24340]","[18, 24340]","[3, 24340]",[1948],,
135,11955,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[118],[118],[118],[118],[118],[2358],"[18, 29471]","[18, 29471]","[3, 29471]",[2358],,
136,11956,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[114],[114],[114],[114],[114],[2278],"[18, 28471]","[18, 28471]","[3, 28471]",[2278],,
137,11957,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[93],[93],[93],[93],[93],[1841],"[18, 23010]","[18, 23010]","[3, 23010]",[1841],,
138,11958,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[91],[91],[91],[91],[91],[1808],"[18, 22600]","[18, 22600]","[3, 22600]",[1808],,
139,11993,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[96],[96],[96],[96],[96],[1911],"[18, 23880]","[18, 23880]","[3, 23880]",[1911],,
140,12001,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[106],[106],[106],[106],[106],[2104],"[18, 26300]","[18, 26300]","[3, 26300]",[2104],,
141,12003,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[105],[105],[105],[105],[105],[2091],"[18, 26130]","[18, 26130]","[3, 26130]",[2091],,
142,12022,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[102],[102],[102],[102],[102],[2036],"[18, 25450]","[18, 25450]","[3, 25450]",[2036],,
143,12023,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[125],[125],[125],[125],[125],[2492],"[18, 31150]","[18, 31150]","[3, 31150]",[2492],,
144,12024,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,199,90,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[103],[103],[103],[103],[103],[2052],"[18, 25640]","[18, 25640]","[3, 25640]",[2052],,
145,12025,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[96],[96],[96],[96],[96],[1903],"[18, 23780]","[18, 23780]","[3, 23780]",[1903],,
146,12028,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[97],[97],[97],[97],[97],[1933],"[18, 24160]","[18, 24160]","[3, 24160]",[1933],,
147,12029,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[96],[96],[96],[96],[96],[1908],"[18, 23850]","[18, 23850]","[3, 23850]",[1908],,
148,12030,M5,train,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[115],[115],[115],[115],[115],[2286],"[18, 28570]","[18, 28570]","[3, 28570]",[2286],,
149,12031,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[111],[111],[111],[111],[111],[2201],"[18, 27511]","[18, 27511]","[3, 27511]",[2201],,
150,12032,M5,val,OK,71.429,CORE_DALPHA_GEOMETRY_CANDIDATE,8,8,0,2,2,2,9,14,True,False,True,211,96,.zgroup;equilibrium;gas_injection;interferometer;magnetics;pf_active;pulse_schedule;soft_x_rays;spectrometer_visible;summary,,thomson_scattering-t_e;thomson_scattering-n_e,,,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,[94],[94],[94],[94],[94],[1864],"[18, 23300]","[18, 23300]","[3, 23300]",[1864],,
